season,start_week,end_week,n_games,mae_margin,mae_total,acc_home_win,acc_spread_cover,acc_over_under,blend_margin,blend_total
2025.0,1.0,17.0,256.0,12.010895981104113,11.52168956398964,0.58203125,0.48,0.5644444444444444,0.0,0.0
2025.0,1.0,17.0,256.0,12.010895981104113,39.63303833007812,0.58203125,0.48,0.49777777777777776,0.0,0.05
2025.0,1.0,17.0,256.0,12.010895981104113,37.36287841796875,0.58203125,0.48,0.49777777777777776,0.0,0.1
2025.0,1.0,17.0,256.0,12.010895981104113,35.092718505859374,0.58203125,0.48,0.49777777777777776,0.0,0.15
2025.0,1.0,17.0,256.0,12.010895981104113,32.82255859375,0.58203125,0.48,0.49777777777777776,0.0,0.2
2025.0,1.0,17.0,256.0,12.010895981104113,30.552398681640625,0.58203125,0.48,0.49777777777777776,0.0,0.25
2025.0,1.0,17.0,256.0,7.094419866800308,11.52168956398964,0.48046875,0.5066666666666667,0.5644444444444444,0.05,0.0
2025.0,1.0,17.0,256.0,7.094419866800308,39.63303833007812,0.48046875,0.5066666666666667,0.49777777777777776,0.05,0.05
2025.0,1.0,17.0,256.0,7.094419866800308,37.36287841796875,0.48046875,0.5066666666666667,0.49777777777777776,0.05,0.1
2025.0,1.0,17.0,256.0,7.094419866800308,35.092718505859374,0.48046875,0.5066666666666667,0.49777777777777776,0.05,0.15
2025.0,1.0,17.0,256.0,7.094419866800308,32.82255859375,0.48046875,0.5066666666666667,0.49777777777777776,0.05,0.2
2025.0,1.0,17.0,256.0,7.094419866800308,30.552398681640625,0.48046875,0.5066666666666667,0.49777777777777776,0.05,0.25
2025.0,1.0,17.0,256.0,6.563134610652924,11.52168956398964,0.48046875,0.5066666666666667,0.5644444444444444,0.1,0.0
2025.0,1.0,17.0,256.0,6.563134610652924,39.63303833007812,0.48046875,0.5066666666666667,0.49777777777777776,0.1,0.05
2025.0,1.0,17.0,256.0,6.563134610652924,37.36287841796875,0.48046875,0.5066666666666667,0.49777777777777776,0.1,0.1
2025.0,1.0,17.0,256.0,6.563134610652924,35.092718505859374,0.48046875,0.5066666666666667,0.49777777777777776,0.1,0.15
2025.0,1.0,17.0,256.0,6.563134610652924,32.82255859375,0.48046875,0.5066666666666667,0.49777777777777776,0.1,0.2
2025.0,1.0,17.0,256.0,6.563134610652924,30.552398681640625,0.48046875,0.5066666666666667,0.49777777777777776,0.1,0.25
2025.0,1.0,17.0,256.0,6.031849354505539,11.52168956398964,0.48046875,0.5066666666666667,0.5644444444444444,0.15,0.0
