stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,251,0.9243027888446215,v2_baseline,0.05407843137254902
pass_attempts,251,0.9243027888446215,v2_baseline,0.5562745098039217
pass_tds,251,0.9282868525896414,v2_baseline,0.10039215686274511
pass_yards,251,0.9243027888446215,v2_baseline,4.829411764705882
rec_tds,251,0.32270916334661354,v2_baseline,0.284078431372549
rec_yards,251,0.21912350597609562,v2_baseline,15.781568627450982
receptions,251,0.21115537848605578,v2_baseline,1.426627450980392
rush_attempts,251,0.5976095617529881,v2_baseline,1.623137254901961
rush_tds,251,0.7131474103585658,v2_baseline,0.1359607843137255
rush_yards,251,0.5936254980079682,v2_baseline,10.688627450980391
targets,251,0.14741035856573706,v2_baseline,2.1646666666666667
