scenario_id,scenario_label,season,week,date,game_id,team,player,position,player_id,is_active,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,is_active_pid,is_active_nm,points_scale,vol_scale,yds_scale,td_scale
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,Josh Allen,QB,00-0034857,1.0,42.23,285.2,2.8,0.94,7.69,26.9,0.34,0.0,0.0,0.0,0.0,0.28822967723739035,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,James Cook III,RB,,1.0,0.0,0.0,0.0,0.0,11.3,59.0,0.55,4.89,2.94,29.2,0.35,0.5934303402594009,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,0.0,0.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,Ray Davis,RB,00-0039875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,Ty Johnson,RB,00-0035537,1.0,0.0,0.0,0.0,0.0,6.28,27.6,0.2,3.04,1.63,13.8,0.21,0.3363497498636806,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,Dalton Kincaid,TE,00-0038933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,5.3,48.2,0.52,0.4054794520298056,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,Dawson Knox,TE,00-0035689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,2.72,24.5,0.29,0.25173643242143473,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,Jackson Hawes,TE,00-0040194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,Brandin Cooks,WR,00-0031236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,0.0,0.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,Curtis Samuel,WR,00-0033282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,8,0.0,2025_08_BUF_CAR,Buffalo Bills,David White,WR,00-0039562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,44.14,25.26,335.0,124.9,3.1317817928799787,1.01445046208375,1.103540506177056,1.0,1.0,1.0,1.0,1.0,1.0
