scenario_id,position,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,QB,Baseline,32,9.7459375,78.71875,1.3253125,0.621875,3.5062499999999996,12.678125000000001,0.21281250000000002,0.0,0.0,0.0,0.0,0.09914621687955842,0.09375,9.709914772727272
v2_blend_10_20,QB,Market blend m=0.10 t=0.20,32,9.726535959771336,78.44003171204625,1.330268058448386,0.6222411327570301,3.522810623463185,12.743608374086213,0.2137653663687681,0.0,0.0,0.0,0.0,0.09952018754422547,0.09375,9.690841929721923
v2_cold_minus15,QB,Temp -15F,32,9.728257108347455,79.16053740639146,1.328768739190629,0.6220093539252414,3.5153045777272762,12.713849345914976,0.21342771344878075,0.0,0.0,0.0,0.0,0.0993930329297584,0.09375,9.752923113176893
v2_elo_minus100,QB,Home Elo -100 (diff),32,9.701158689480355,78.68077742874053,1.3288783021945367,0.6213953684345375,3.5107231393767107,12.705657233854541,0.21336578478354007,0.0,0.0,0.0,0.0,0.09942648720930883,0.09375,9.705632358805884
v2_elo_plus100,QB,Home Elo +100 (diff),32,9.755438386821151,79.08880915473051,1.3276682106310518,0.6214429907239499,3.5118695085236435,12.698175132716758,0.2132906370174702,0.0,0.0,0.0,0.0,0.0994384974587256,0.09375,9.74697218374223
v2_inj_away_plus1,QB,Away starters out +1,32,9.72535233215699,78.96722112693779,1.3123859515402319,0.6212423275066231,3.485326253662156,12.589478026715556,0.21193881067770357,0.0,0.0,0.0,0.0,0.09904802729986104,0.09375,9.719358620836095
v2_inj_away_plus2,QB,Away starters out +2,32,9.753350666590453,78.29593439228628,1.3085940291925229,0.6214354084939522,3.468060934282517,12.495806128592452,0.2108330245855527,0.0,0.0,0.0,0.0,0.0987353282361551,0.09375,9.650364962183975
v2_inj_home_plus1,QB,Home starters out +1,32,9.760524953405898,78.3849303583622,1.3176286885902875,0.6211688069789478,3.4929953826838736,12.609097390363114,0.21232855235196652,0.0,0.0,0.0,0.0,0.09926736176975061,0.09375,9.672606739339663
v2_inj_home_plus2,QB,Home starters out +2,32,9.715944301313286,78.4202882312685,1.309157316539915,0.622319573063902,3.481389817235196,12.562828209402898,0.21156155886684697,0.0,0.0,0.0,0.0,0.09897222215422719,0.09375,9.665771727971867
v2_neutral_site,QB,Neutral site,32,9.731993026531327,78.73731954051739,1.326896233415341,0.6210209183970994,3.5088841578609795,12.692322118054292,0.21300615915774979,0.0,0.0,0.0,0.0,0.09920744324853861,0.09375,9.711949286721287
v2_precip_plus25,QB,Precip +25%,32,9.72439267762701,78.85738319492796,1.3275905144830649,0.620813751115723,3.508429653397377,12.697037357578122,0.21317913941040173,0.0,0.0,0.0,0.0,0.09934477904281655,0.09375,9.722620571685423
v2_precip_plus50,QB,Precip +50%,32,9.714445400673895,78.88758973779039,1.3309817382489126,0.6216255758490017,3.5116993071786826,12.72518680235724,0.21326530360935048,0.0,0.0,0.0,0.0,0.0991789481188212,0.09375,9.727708533246133
v2_pressure_plus005,QB,Home/away pressure +0.05,32,9.761819192327641,78.19211762703713,1.3014121096125983,0.6213758283365575,3.4651754423474523,12.486932022000993,0.21045545773783483,0.0,0.0,0.0,0.0,0.09854646236802907,0.09375,9.639935243581837
v2_rest_minus7,QB,Home rest -7 days (diff),32,9.800160723336223,79.14531231866643,1.3334249552241588,0.620669700840698,3.507899068892171,12.688652287064205,0.21284840419909196,0.0,0.0,0.0,0.0,0.09904644698884014,0.09375,9.755360678020269
v2_rest_plus7,QB,Home rest +7 days (diff),32,9.70168436958887,78.50525433485242,1.3344542222677158,0.6210186152214069,3.5148307568523967,12.716470074984663,0.2134055953562215,0.0,0.0,0.0,0.0,0.09928811164424195,0.09375,9.691556179011245
v2_sigma_high,QB,High volatility,32,9.699788227701164,78.832034227926,1.329060950932761,0.6214385180567028,3.506705775249001,12.68525225023334,0.2129670207641166,0.0,0.0,0.0,0.0,0.0991333845513494,0.09375,9.717022451896643
v2_sigma_low,QB,Low volatility,32,9.750438554276098,78.6807314167323,1.326093967209407,0.6214114880037089,3.501033106739367,12.65342455571072,0.2125626559320707,0.0,0.0,0.0,0.0,0.09908800165094217,0.09375,9.704154158600334
v2_spread_home_minus3,QB,Spread home -3.0,32,9.525502527341928,78.63106840754264,1.3526779925970844,0.6221797586377255,3.525858384743596,12.671774866097772,0.2159765329660444,0.0,0.0,0.0,0.0,0.10138878788262878,0.09375,9.685912588175164
v2_spread_home_plus3,QB,Spread home +3.0,32,10.175460440085008,79.73963730873027,1.3213872807907805,0.6225861898163493,3.5027936320464086,12.726515898257063,0.21086937388778076,0.0,0.0,0.0,0.0,0.0976612390676051,0.09375,9.845386374873968
v2_total_minus3,QB,Total -3.0,32,9.882016780295633,77.85503063525749,1.266545734813303,0.6204627726674908,3.375157251166975,12.064220458631048,0.2060456581471218,0.0,0.0,0.0,0.0,0.09779200213745445,0.09375,9.569952662816277
v2_total_plus3,QB,Total +3.0,32,9.79828744665018,79.9026369061917,1.403846199046389,0.6229316957304516,3.6319366365874264,13.279233519276907,0.2194936214435104,0.0,0.0,0.0,0.0,0.10049951823142786,0.09375,9.896215093175142
v2_wind_plus10,QB,Wind +10mph (open),32,9.727823675073425,78.81185314047951,1.3146199529814573,0.6213239764583913,3.4881392166414322,12.596303578044942,0.2120885037754734,0.0,0.0,0.0,0.0,0.09911661852819505,0.09375,9.706559276677693
v2_wind_plus20,QB,Wind +20mph (open),32,9.769495935692845,78.68817894734842,1.2976177373257367,0.6223413759250283,3.465104112691864,12.485060031512543,0.21061687140011895,0.0,0.0,0.0,0.0,0.09871262497756664,0.09375,9.68531045562696
v2_baseline,RB,Baseline,99,0.0,0.0,0.0,0.0,4.328433734939759,22.74939759036144,0.3487951807228916,1.9583132530120484,1.4527710843373496,14.22530120481928,0.2367469879518072,0.17890925562890364,0.2828282828282828,4.118159912376779
v2_blend_10_20,RB,Market blend m=0.10 t=0.20,99,0.0,0.0,0.0,0.0,4.350516660977971,22.80625010615856,0.34925600248179106,1.9618194212543478,1.454907745352035,14.248356715575504,0.23721325263797685,0.17887894599753087,0.2828282828282828,4.128029082221653
v2_cold_minus15,RB,Temp -15F,99,0.0,0.0,0.0,0.0,4.328732462357878,22.767428074672488,0.3488758835352845,1.9594014336980996,1.4531133658591835,14.224338461030756,0.23675483126573277,0.17900607972570368,0.2828282828282828,4.119876773856311
v2_elo_minus100,RB,Home Elo -100 (diff),99,0.0,0.0,0.0,0.0,4.32039151872961,22.722132709091746,0.34863762088753486,1.9590190459519905,1.4533866366690216,14.22715367914683,0.23665767231681537,0.17878917175137965,0.2828282828282828,4.115216262072141
v2_elo_plus100,RB,Home Elo +100 (diff),99,0.0,0.0,0.0,0.0,4.330006166342356,22.800766294297123,0.3480770395856781,1.9607998079452795,1.4546343973929778,14.228082111412622,0.2366402439313592,0.17858819805183626,0.2828282828282828,4.123546005537036
v2_inj_away_plus1,RB,Away starters out +1,99,0.0,0.0,0.0,0.0,4.325280181923106,22.77777498538493,0.34826488636149994,1.9517624385990275,1.44765195575896,14.179192029253652,0.23539986552657474,0.17885578878030473,0.2828282828282828,4.115029667527977
v2_inj_away_plus2,RB,Away starters out +2,99,0.0,0.0,0.0,0.0,4.3145023066456405,22.75587846089275,0.34727182497386777,1.9471906042365883,1.4441122146270742,14.13474420717153,0.23443783708383925,0.1785203078725764,0.2828282828282828,4.10710340505739
v2_inj_home_plus1,RB,Home starters out +1,99,0.0,0.0,0.0,0.0,4.316585578542468,22.750381615243217,0.34780548711981857,1.9565656243922072,1.450024873587249,14.183534834146625,0.2358402369620573,0.1783610431684851,0.2828282828282828,4.112794386363058
v2_inj_home_plus2,RB,Home starters out +2,99,0.0,0.0,0.0,0.0,4.320134515644412,22.764293657282348,0.34758288972959545,1.949545610779718,1.4466069945384652,14.17894161854808,0.23495678055191696,0.17860592116218538,0.2828282828282828,4.112914733370412
v2_neutral_site,RB,Neutral site,99,0.0,0.0,0.0,0.0,4.330584395551376,22.75631595242305,0.34859830121682145,1.9592239623482277,1.4521774953865958,14.206585311954697,0.23652772983429732,0.1785860197440788,0.2828282828282828,4.117273922610461
v2_precip_plus25,RB,Precip +25%,99,0.0,0.0,0.0,0.0,4.326980708503298,22.749804116642768,0.3483994150319596,1.9592373402741396,1.4528331362321412,14.206921121006971,0.23628009465208832,0.17842208371955348,0.2828282828282828,4.116405084758487
v2_precip_plus50,RB,Precip +50%,99,0.0,0.0,0.0,0.0,4.329124193044605,22.753334545211434,0.34890138522720326,1.9602049614132815,1.4536631030916454,14.229779970564728,0.23665930186411727,0.17855197492352542,0.2828282828282828,4.119242496401547
v2_pressure_plus005,RB,Home/away pressure +0.05,99,0.0,0.0,0.0,0.0,4.31360608171071,22.768795807422816,0.34678133142968987,1.946441497483219,1.4439350183740658,14.146123327737815,0.2343416464785255,0.17831217355288118,0.2828282828282828,4.10909315551244
v2_rest_minus7,RB,Home rest -7 days (diff),99,0.0,0.0,0.0,0.0,4.32355432584972,22.75156364552732,0.34962214242407785,1.9611185860537015,1.4545635916632929,14.233386462726497,0.23686539184489616,0.17921380871453366,0.2828282828282828,4.119152195099046
v2_rest_plus7,RB,Home rest +7 days (diff),99,0.0,0.0,0.0,0.0,4.331342419486657,22.715827049689757,0.34933637487299696,1.9620226757713544,1.454131906883986,14.224106671795541,0.23751634401063373,0.1789208761110159,0.2828282828282828,4.115843949319175
v2_sigma_high,RB,High volatility,99,0.0,0.0,0.0,0.0,4.333899562568641,22.791614107252705,0.3501408754062491,1.9559389780065732,1.4495983034219706,14.21163004632131,0.23656198718386315,0.17934196149249784,0.2828282828282828,4.120853078196483
v2_sigma_low,RB,Low volatility,99,0.0,0.0,0.0,0.0,4.321314839025447,22.779047958202007,0.34904349314172073,1.9577282103417462,1.4524781540029468,14.21094120681834,0.23637280595608975,0.1788532546308081,0.2828282828282828,4.118811515226208
v2_spread_home_minus3,RB,Spread home -3.0,99,0.0,0.0,0.0,0.0,4.387404077723193,22.92751586072996,0.35050450236651065,1.9547092868001428,1.44378098100111,14.133222358448204,0.23878497488580094,0.18067709012649624,0.2828282828282828,4.1305383674504474
v2_spread_home_plus3,RB,Spread home +3.0,99,0.0,0.0,0.0,0.0,4.283633711047026,22.614383072701976,0.3475197977196269,1.9671862093887986,1.4658268554414156,14.308287447555728,0.23458873848389883,0.17740267747208216,0.2828282828282828,4.11103871203077
v2_total_minus3,RB,Total -3.0,99,0.0,0.0,0.0,0.0,4.269292811333133,22.770936120150914,0.344674550394717,1.9224038803024583,1.426936164482311,13.9961056544267,0.229837124063751,0.1784965789773899,0.2828282828282828,4.087289664104907
v2_total_plus3,RB,Total +3.0,99,0.0,0.0,0.0,0.0,4.3652249492658,22.757507414021436,0.353314157970642,1.9960363116342719,1.47993395480461,14.43475894007723,0.2435709775420744,0.17966149176081142,0.2828282828282828,4.148213336846915
v2_wind_plus10,RB,Wind +10mph (open),99,0.0,0.0,0.0,0.0,4.31354237031819,22.730990260054426,0.34786597903854705,1.951752576878171,1.4493050799201646,14.182741842753522,0.2355132632673647,0.1786155452297353,0.2828282828282828,4.1101555792936715
v2_wind_plus20,RB,Wind +20mph (open),99,0.0,0.0,0.0,0.0,4.310300907621487,22.79064195584449,0.3472618094687475,1.9454418416863506,1.4440194308847345,14.156738854546154,0.23412936953753022,0.17862815574023322,0.2828282828282828,4.111684924508135
v2_baseline,TE,Baseline,121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.6300000000000003,2.0794285714285716,18.707142857142856,0.31414285714285717,0.08864656368315989,0.10743801652892562,2.207987012987013
v2_blend_10_20,TE,Market blend m=0.10 t=0.20,121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.6341860447836547,2.0841651277967848,18.775866322324887,0.3149547053972627,0.08878054941422199,0.10743801652892562,2.215119550676859
v2_cold_minus15,TE,Temp -15F,121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.6346992070722126,2.0818796399148862,18.743692126801818,0.3137599212850737,0.0884258044091228,0.10743801652892562,2.2119248865651677
v2_elo_minus100,TE,Home Elo -100 (diff),121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.628868037079031,2.0792226812164953,18.718583712258255,0.3137692267723987,0.08852080836422982,0.10743801652892562,2.208871501315367
v2_elo_plus100,TE,Home Elo +100 (diff),121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.631895773677869,2.080889533156029,18.709385768655054,0.3140696293931077,0.08857574188957155,0.10743801652892562,2.2084894147295375
v2_inj_away_plus1,TE,Away starters out +1,121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.6168463277870573,2.069974076226589,18.619683607330035,0.31230870552803996,0.08821130921523132,0.10743801652892562,2.1978141430922347
v2_inj_away_plus2,TE,Away starters out +2,121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.59707324750918,2.0561584251942713,18.476969393794274,0.31171556521842086,0.08824881022437014,0.10743801652892562,2.181732680805364
v2_inj_home_plus1,TE,Home starters out +1,121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.6132751920490715,2.068550527512659,18.564122369533248,0.3132480224667073,0.088536149103781,0.10743801652892562,2.192394451700413
v2_inj_home_plus2,TE,Home starters out +2,121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.603362825910005,2.061012528154002,18.551777935114313,0.3123571916938994,0.08835156346856309,0.10743801652892562,2.189604848910461
v2_neutral_site,TE,Neutral site,121,0.0,0.0,0.0,0.0,0.07142857142857142,0.4714285714285714,0.014285714285714285,2.6305093443368563,2.080481400164617,18.73347784173224,0.3139877809393941,0.08852067247555519,0.10743801652892562,2.2105090203923603
