scenario_id,position,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,FB,Baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_blend_10_20,FB,Market blend m=0.10 t=0.20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_cold_minus15,FB,Temp -15F,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_elo_minus100,FB,Home Elo -100 (diff),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_elo_plus100,FB,Home Elo +100 (diff),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_inj_away_plus1,FB,Away starters out +1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_inj_away_plus2,FB,Away starters out +2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_inj_home_plus1,FB,Home starters out +1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_inj_home_plus2,FB,Home starters out +2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_neutral_site,FB,Neutral site,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
v2_precip_plus25,FB,Precip +25%,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.333333333333334,0.0,0.0,0.0,1.393939393939394
