season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc
2025,1,2025_01_ARI_NO,New Orleans Saints,Arizona Cardinals,-1.3417410899201392,45.10365127563477,6.0,44.5,21.674873358222747,23.053068756742068,44.72794211496482,0.43066666666666664,0.712,0.5033333333333333
2025,1,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,2.447255293937618,32.4958819025293,1.5,50.5,17.71080054523692,15.003109424581302,32.71390996981822,0.612,0.6746666666666666,0.16666666666666666
2025,1,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,4.795327144190239,39.373893858261724,-4.5,45.5,21.80009848133602,17.285053074687497,39.08515155602351,0.688,0.5153333333333333,0.358
2025,1,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,-5.643891133383051,43.217941620390626,4.5,47.5,19.05123831760491,24.698083065618412,43.749321383223325,0.27,0.4513333333333333,0.418
2025,1,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,8.970022030324637,49.42800109207032,-8.5,47.5,29.708336657343548,20.677620414031285,50.38595707137483,0.8173333333333334,0.5253333333333333,0.5606666666666666
2025,1,2025_01_DET_GB,Green Bay Packers,Detroit Lions,-11.088157555616155,37.46473324424805,-1.5,47.5,12.814046670744503,24.09658412472808,36.910630795472585,0.10266666666666667,0.074,0.2826666666666667
2025,1,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,-1.3656834670878635,42.99096130371094,-3.0,43.5,20.937591578234407,22.17265696900281,43.11024854723722,0.4493333333333333,0.30466666666666664,0.49333333333333335
2025,1,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,4.210449388522713,40.72286056518555,3.0,46.5,22.3102223535134,18.176285963521835,40.48650831703524,0.676,0.7893333333333333,0.364
2025,1,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,-2.1057071779002943,38.068732723808594,-2.5,44.5,17.725308003386687,19.902226584933125,37.62753458831981,0.404,0.3,0.3526666666666667
2025,1,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,-11.530965340845974,41.068994750976564,-1.5,47.5,15.109609428117672,26.363669994828452,41.47327942294612,0.096,0.06466666666666666,0.3486666666666667
2025,1,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,2.3909271248357946,35.23515270708008,1.5,43.5,19.11058598096946,16.770345708494094,35.88093168946356,0.6013333333333334,0.664,0.3333333333333333
2025,1,2025_01_NYG_WAS,Washington Commanders,New York Giants,6.518409001285926,46.001495985556645,-6.0,45.5,25.915977184847677,19.654533698544174,45.570510883391854,0.7433333333333333,0.49666666666666665,0.5006666666666667
2025,1,2025_01_PIT_NYJ,New York Jets,Pittsburgh Steelers,-9.340352222430534,40.12732992893555,3.0,37.5,15.5582344708826,25.08945627890578,40.647690749788374,0.146,0.23333333333333334,0.578
2025,1,2025_01_SF_SEA,Seattle Seahawks,San Francisco 49ers,-1.8359621642756425,39.148997949121096,-6.5,46.5,18.37992640694665,20.382435523460536,38.76236193040719,0.4093333333333333,0.17266666666666666,0.342
2025,1,2025_01_TB_ATL,Atlanta Falcons,Tampa Bay Buccaneers,-7.989155319903237,50.63102554321289,1.5,47.5,21.213589205919995,29.107304608738904,50.3208938146589,0.176,0.22333333333333333,0.5806666666666667
2025,1,2025_01_TEN_DEN,Denver Broncos,Tennessee Titans,7.191129951829667,44.34428201885743,-8.5,42.5,25.70693712407628,18.11051685283196,43.81745397690823,0.7926666666666666,0.46,0.53
