season,week,scenario_id,scenario_label,game_id,home_team,away_team,scenario_applies,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc
2025,1,v2_baseline,Baseline,2025_01_ARI_NO,New Orleans Saints,Arizona Cardinals,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_DET_GB,Green Bay Packers,Detroit Lions,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_NYG_WAS,Washington Commanders,New York Giants,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,v2_baseline,Baseline,2025_01_PIT_NYJ,New York Jets,Pittsburgh Steelers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
