scenario_id,scenario_label,season,week,game_id,team,pass_attempts,rush_attempts,targets,receptions,pass_yards,rush_yards,rec_yards,pass_tds,rush_tds,rec_tds
v2_baseline,Baseline,2025,1,2025_01_ARI_NO,Arizona Cardinals,33.48,28.8,32.91,20.04,207.2,101.1,166.1,2.09,0.98,2.27
v2_baseline,Baseline,2025,1,2025_01_ARI_NO,New Orleans Saints,33.97,28.799999999999997,32.59,21.14,206.0,104.3,224.1,1.93,0.88,2.11
v2_baseline,Baseline,2025,1,2025_01_BAL_BUF,Baltimore Ravens,31.93,28.810000000000002,32.95,21.22,210.2,99.5,154.5,1.78,0.63,1.44
v2_baseline,Baseline,2025,1,2025_01_BAL_BUF,Buffalo Bills,33.07,28.8,32.95,20.71,211.3,101.60000000000001,179.4,1.89,0.78,1.77
v2_baseline,Baseline,2025,1,2025_01_CAR_JAX,Carolina Panthers,33.13,28.81,32.95,20.06,201.1,102.9,158.5,1.6,0.72,1.72
v2_baseline,Baseline,2025,1,2025_01_CAR_JAX,Jacksonville Jaguars,33.64,28.8,32.86,20.3,209.6,115.30000000000001,176.2,2.0,0.9199999999999999,2.14
v2_baseline,Baseline,2025,1,2025_01_CIN_CLE,Cincinnati Bengals,35.56,28.799999999999997,32.69,21.16,220.9,100.6,147.5,2.55,1.06,2.44
v2_baseline,Baseline,2025,1,2025_01_CIN_CLE,Cleveland Browns,29.97,28.8,32.07,19.03,182.7,105.3,166.8,1.62,0.77,1.8
v2_baseline,Baseline,2025,1,2025_01_DAL_PHI,Dallas Cowboys,34.93,28.8,32.95,20.35,220.1,98.5,148.3,2.18,0.8799999999999999,2.0300000000000002
v2_baseline,Baseline,2025,1,2025_01_DAL_PHI,Philadelphia Eagles,31.98,28.8,32.93,21.17,201.7,103.6,159.6,2.58,1.29,2.86
v2_baseline,Baseline,2025,1,2025_01_DET_GB,Detroit Lions,34.04,28.799999999999997,32.67,22.28,222.5,101.9,151.2,2.41,1.0699999999999998,2.3600000000000003
v2_baseline,Baseline,2025,1,2025_01_DET_GB,Green Bay Packers,32.86,28.8,32.95,21.13,210.2,103.80000000000001,172.29999999999998,1.56,0.54,1.27
v2_baseline,Baseline,2025,1,2025_01_HOU_LA,Houston Texans,33.58,28.8,32.92,20.54,213.4,107.5,167.8,2.05,0.91,2.15
v2_baseline,Baseline,2025,1,2025_01_HOU_LA,Los Angeles Rams,33.94,28.799999999999997,32.94,20.82,216.3,101.1,153.7,2.03,0.9,2.0700000000000003
v2_baseline,Baseline,2025,1,2025_01_KC_LAC,Kansas City Chiefs,34.83,28.8,32.95,20.14,215.9,101.1,157.4,1.9,0.79,1.78
v2_baseline,Baseline,2025,1,2025_01_KC_LAC,Los Angeles Chargers,33.5,28.8,32.95,21.17,209.8,103.8,157.7,2.11,0.9600000000000001,2.14
v2_baseline,Baseline,2025,1,2025_01_LV_NE,Las Vegas Raiders,34.14,28.8,32.44,20.119999999999997,214.5,102.5,217.4,1.88,0.81,1.95
v2_baseline,Baseline,2025,1,2025_01_LV_NE,New England Patriots,31.51,28.81,32.96,21.65,191.7,103.7,159.1,1.68,0.74,1.7
v2_baseline,Baseline,2025,1,2025_01_MIA_IND,Indianapolis Colts,33.8,28.81,32.46,19.98,205.0,105.1,201.89999999999998,1.46,0.6599999999999999,1.47
v2_baseline,Baseline,2025,1,2025_01_MIA_IND,Miami Dolphins,34.15,28.8,32.94,21.240000000000002,220.1,103.8,170.89999999999998,2.49,1.1,2.59
v2_baseline,Baseline,2025,1,2025_01_MIN_CHI,Chicago Bears,34.59,28.799999999999997,32.81,19.74,209.7,104.6,155.4,1.79,0.8200000000000001,1.8699999999999999
v2_baseline,Baseline,2025,1,2025_01_MIN_CHI,Minnesota Vikings,32.95,28.8,32.86,21.07,204.4,113.30000000000001,193.5,1.83,0.68,1.67
v2_baseline,Baseline,2025,1,2025_01_NYG_WAS,New York Giants,33.06,28.79,32.95,20.18,203.8,102.2,163.2,2.0,0.8300000000000001,1.8699999999999999
v2_baseline,Baseline,2025,1,2025_01_NYG_WAS,Washington Commanders,32.79,28.8,32.94,20.47,205.1,105.30000000000001,185.5,2.39,1.14,2.56
v2_baseline,Baseline,2025,1,2025_01_PIT_NYJ,New York Jets,31.33,28.790000000000003,32.91,20.1,190.7,101.7,163.5,1.47,0.64,1.55
v2_baseline,Baseline,2025,1,2025_01_PIT_NYJ,Pittsburgh Steelers,33.65,28.81,32.94,20.42,204.1,102.2,170.0,2.35,1.06,2.44
v2_baseline,Baseline,2025,1,2025_01_SF_SEA,San Francisco 49ers,32.44,28.8,32.47,21.32,217.8,106.0,157.4,2.03,0.88,1.98
v2_baseline,Baseline,2025,1,2025_01_SF_SEA,Seattle Seahawks,31.57,28.8,32.49,22.15,199.5,103.4,166.1,1.89,0.79,1.79
v2_baseline,Baseline,2025,1,2025_01_TB_ATL,Atlanta Falcons,32.95,28.800000000000004,32.94,20.27,204.4,98.7,203.2,2.31,0.88,2.11
v2_baseline,Baseline,2025,1,2025_01_TB_ATL,Tampa Bay Buccaneers,33.98,28.8,32.94,20.44,216.6,104.39999999999999,159.0,2.83,1.2,2.87
v2_baseline,Baseline,2025,1,2025_01_TEN_DEN,Denver Broncos,33.39,28.8,32.94,20.94,204.5,101.8,170.1,2.44,1.08,2.5300000000000002
v2_baseline,Baseline,2025,1,2025_01_TEN_DEN,Tennessee Titans,32.95,28.810000000000002,32.92,18.68,204.4,105.1,178.2,1.97,0.76,1.77
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,1,2025_01_ARI_NO,Arizona Cardinals,33.58628386718567,28.89142698252531,33.014474374823195,20.103617942007194,208.0375192891607,101.50865444080188,166.77138973904246,2.102078945733481,0.9856638118750296,2.283119237710528
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,1,2025_01_ARI_NO,New Orleans Saints,34.79413928051107,29.498710959043827,33.38065938039022,21.652873252575922,212.38166060939187,107.53110292019211,231.04237933283844,2.0159770468152547,0.9192019695323442,2.203995631492325
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,1,2025_01_BAL_BUF,Baltimore Ravens,32.74619957170902,29.546445651767524,33.79227296861298,21.762428904217522,217.0622647330071,102.74831275420651,159.54386251783825,1.8635922062648014,0.6595860055881038,1.5076251556299516
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,1,2025_01_BAL_BUF,Buffalo Bills,33.25983532186718,28.965323775923036,33.13914647280083,20.828883868033543,212.84495925187028,102.34286729763379,180.71171646845966,1.9097724401104479,0.7881600546487564,1.7885170470875624
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,1,2025_01_CAR_JAX,Carolina Panthers,32.968360532564695,28.66943757751853,32.789238742771104,19.962128351441223,199.85208784048243,102.26146115756161,157.51643919799335,1.5858350409818356,0.713625768441826,1.7047726690554732
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,1,2025_01_CAR_JAX,Jacksonville Jaguars,33.70380753243337,28.854627138349617,32.9223280474364,20.338504545433935,210.10612158132957,115.57841516377529,176.6254705278162,2.0069027173747527,0.9231752499923862,2.1473859075909854
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,1,2025_01_CIN_CLE,Cincinnati Bengals,36.93202755044557,29.91120341543398,33.951293043421416,21.976425842728577,231.80411014783698,105.56583739643457,154.7809246120686,2.731703960853798,1.1355318425509906,2.613865750777752
