stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,334,0.9041916167664671,v2_baseline,0.06817438692098092
pass_attempts,334,0.9101796407185628,v2_baseline,0.9953405994550409
pass_tds,334,0.9101796407185628,v2_baseline,0.09474114441416892
pass_yards,334,0.9131736526946108,v2_baseline,5.920708446866484
rec_tds,334,0.25748502994011974,v2_baseline,0.247275204359673
rec_yards,334,0.19760479041916168,v2_baseline,16.341961852861036
receptions,334,0.17664670658682635,v2_baseline,1.4200817438692097
rush_attempts,334,0.5718562874251497,v2_baseline,1.4462397820163486
rush_tds,334,0.6347305389221557,v2_baseline,0.1126975476839237
rush_yards,334,0.5748502994011976,v2_baseline,7.418256130790191
targets,334,0.18562874251497005,v2_baseline,2.012179836512262
