date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-12-28,Carolina Panthers,49.28,9.320565,100.0,rain,,open,grass,
2025-12-28,Cincinnati Bengals,57.2,14.7886298,100.0,rain,,open,artificial,
2025-12-28,Cleveland Browns,39.74,19.9460091,100.0,rain,,open,grass,
2025-12-28,Green Bay Packers,34.7,12.8623797,100.0,rain,,open,grass,
2025-12-28,Indianapolis Colts,58.1,15.7828234,100.0,rain,,retractable,artificial,
2025-12-28,Los Angeles Chargers,50.9,4.0389115,0.0,none,,fixed,artificial,
2025-12-28,Las Vegas Raiders,47.84,6.5865326,0.0,none,,fixed,grass,
2025-12-28,Miami Dolphins,68.0,4.9088309,0.0,none,,open,grass,
2025-12-28,New York Jets,19.76,4.8466938,0.0,none,,open,artificial,
2025-12-28,Tennessee Titans,67.46,18.4547187,100.0,rain,,open,grass,
2025-12-28,Buffalo Bills,32.72,10.004073100000001,100.0,rain,,open,grass,
2025-12-28,San Francisco 49ers,45.14,5.592339,0.0,none,,open,grass,
