player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Tyler Allgeier,ATL,Anytime TD,,350.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Will Mallory,IND,Anytime TD,,1800.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Teagan Quitoriano,ATL,Anytime TD,,4000.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Ameer Abdullah,IND,Anytime TD,,825.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Atlanta Falcons Def/ST,ATL,Anytime TD,,825.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Jonathan Taylor,IND,Anytime TD,,-335.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Michael Pittman,IND,Anytime TD,,170.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Drake London,ATL,Anytime TD,,135.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Darnell Mooney,ATL,Anytime TD,,350.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Ashton Dulin,IND,Anytime TD,,900.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Nathan Carter,ATL,Anytime TD,,3300.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Khadarel Hodge,ATL,Anytime TD,,1700.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Indianapolis Colts Def/ST,IND,Anytime TD,,600.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Tyler Goodson,IND,Anytime TD,,1300.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Anthony Gould,IND,Anytime TD,,900.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Mo Alie-Cox,IND,Anytime TD,,900.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Tyler Warren,IND,Anytime TD,,150.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Daniel Jones,IND,Anytime TD,,275.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Alec Pierce,IND,Anytime TD,,260.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Bijan Robinson,ATL,Anytime TD,,-139.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Kyle Pitts,ATL,Anytime TD,,260.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
DJ Giddens,IND,Anytime TD,,1300.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Michael Penix Jr.,ATL,Anytime TD,,900.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Drew Ogletree,IND,Anytime TD,,1800.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Feleipe Franks,ATL,Anytime TD,,4000.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Jamal Agnew,ATL,Anytime TD,,2500.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Josh Downs,IND,Anytime TD,,300.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Charlie Woerner,ATL,Anytime TD,,1100.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
David Sills,ATL,Anytime TD,,1000.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Casey Washington,ATL,Anytime TD,,1400.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Jonathan Taylor (IND) - 1H,,Anytime TD,,-115.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Bijan Robinson (ATL) - 1H,,Anytime TD,,180.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Drake London (ATL) - 1H,,Anytime TD,,330.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Tyler Warren (IND) - 1H,,Anytime TD,,350.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Michael Pittman (IND) - 1H,,Anytime TD,,350.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Alec Pierce (IND) - 1H,,Anytime TD,,500.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Josh Downs (IND) - 1H,,Anytime TD,,550.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Kyle Pitts (ATL) - 1H,,Anytime TD,,550.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Tyler Allgeier (ATL) - 1H,,Anytime TD,,600.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Daniel Jones (IND) - 1H,,Anytime TD,,600.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Darnell Mooney (ATL) - 1H,,Anytime TD,,750.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
IND Colts D/ST - 1H,,Anytime TD,,1100.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Atlanta D/ST - 1H,,Anytime TD,,1400.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Michael Penix Jr. (ATL) - 1H,,Anytime TD,,1500.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Casey Washington (ATL) - 1H,,Anytime TD,,1700.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
David Sills (ATL) - 1H,,Anytime TD,,1700.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Mo Alie-Cox (IND) - 1H,,Anytime TD,,1800.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Ameer Abdullah (IND) - 1H,,Anytime TD,,1900.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Charlie Woerner (ATL) - 1H,,Anytime TD,,2200.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
DJ Giddens (IND) - 1H,,Anytime TD,,2500.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Tyler Goodson (IND) - 1H,,Anytime TD,,2500.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Ashton Dulin (IND) - 1H,,Anytime TD,,3000.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Khadarel Hodge (ATL) - 1H,,Anytime TD,,3300.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Will Mallory (IND) - 1H,,Anytime TD,,3300.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Drew Ogletree (IND) - 1H,,Anytime TD,,3300.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
Jonathan Taylor (IND) - 1Q,,Anytime TD,,250.0,,Bovada,Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,False
