date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-09-29,Miami Dolphins,86.7,19.4,35.0,rain,Mostly Clear,open,grass,
2025-09-29,Denver Broncos,72.6,5.6,0.0,none,Overcast,open,grass,
