player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Denver Broncos Def/ST,DEN,Anytime TD,,500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Josh Allen,BUF,Anytime TD,,-114.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
James Cook,BUF,Anytime TD,,-122.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
RJ Harvey,DEN,Anytime TD,,-132.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Courtland Sutton,DEN,Anytime TD,,190.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Dalton Kincaid,BUF,Anytime TD,,255.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Khalil Shakir,BUF,Anytime TD,,225.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Pat Bryant,DEN,Anytime TD,,330.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Troy Franklin,DEN,Anytime TD,,320.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Bo Nix,DEN,Anytime TD,,310.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Evan Engram,DEN,Anytime TD,,390.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Dawson Knox,BUF,Anytime TD,,390.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Brandin Cooks,BUF,Anytime TD,,500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Jaleel McLaughlin,DEN,Anytime TD,,525.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Ray Davis,BUF,Anytime TD,,700.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Adam Trautman,DEN,Anytime TD,,600.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Marvin Mims Jr.,DEN,Anytime TD,,625.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Lil'Jordan Humphrey,DEN,Anytime TD,,725.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Keon Coleman,BUF,Anytime TD,,725.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Tyrell Shavers,BUF,Anytime TD,,1100.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Jackson Hawes,BUF,Anytime TD,,1000.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Tyler Badie,DEN,Anytime TD,,1100.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Adam Prentice,DEN,Anytime TD,,1700.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Nate Adkins,DEN,Anytime TD,,2000.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Keleki Latu,BUF,Anytime TD,,3300.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Reggie Gilliam,BUF,Anytime TD,,2800.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
RJ Harvey (DEN) - 1H,,Anytime TD,,185.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
James Cook (BUF) - 1H,,Anytime TD,,200.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Josh Allen (BUF) - 1H,,Anytime TD,,240.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Courtland Sutton (DEN) - 1H,,Anytime TD,,400.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Khalil Shakir (BUF) - 1H,,Anytime TD,,450.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Dalton Kincaid (BUF) - 1H,,Anytime TD,,500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Troy Franklin (DEN) - 1H,,Anytime TD,,600.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Bo Nix (DEN) - 1H,,Anytime TD,,600.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Pat Bryant (DEN) - 1H,,Anytime TD,,650.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Evan Engram (DEN) - 1H,,Anytime TD,,700.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Dawson Knox (BUF) - 1H,,Anytime TD,,700.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Brandin Cooks (BUF) - 1H,,Anytime TD,,850.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Jaleel McLaughlin (DEN) - 1H,,Anytime TD,,1100.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Adam Trautman (DEN) - 1H,,Anytime TD,,1300.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Keon Coleman (BUF) - 1H,,Anytime TD,,1400.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Denver Broncos Def/ST (DEN) - 1H,,Anytime TD,,1300.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Marvin Mims Jr. (DEN) - 1H,,Anytime TD,,1200.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Lil'Jordan Humphrey (DEN) - 1H,,Anytime TD,,1500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
BUF Bills D/ST - 1H,,Anytime TD,,1500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Ty Johnson (BUF) - 1H,,Anytime TD,,1600.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Ray Davis (BUF) - 1H,,Anytime TD,,1600.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Tyrell Shavers (BUF) - 1H,,Anytime TD,,1700.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Jackson Hawes (BUF) - 1H,,Anytime TD,,1800.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Tyler Badie (DEN) - 1H,,Anytime TD,,2000.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Adam Prentice (DEN) - 1H,,Anytime TD,,3300.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Nate Adkins (DEN) - 1H,,Anytime TD,,3500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
RJ Harvey (DEN) - 1Q,,Anytime TD,,460.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
James Cook (BUF) - 1Q,,Anytime TD,,490.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Josh Allen (BUF) - 1Q,,Anytime TD,,600.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Courtland Sutton (DEN) - 1Q,,Anytime TD,,850.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Khalil Shakir (BUF) - 1Q,,Anytime TD,,1000.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Dalton Kincaid (BUF) - 1Q,,Anytime TD,,1100.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Bo Nix (DEN) - 1Q,,Anytime TD,,1400.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Troy Franklin (DEN) - 1Q,,Anytime TD,,1300.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Pat Bryant (DEN) - 1Q,,Anytime TD,,1400.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Evan Engram (DEN) - 1Q,,Anytime TD,,1600.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Dawson Knox (BUF) - 1Q,,Anytime TD,,1700.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Brandin Cooks (BUF) - 1Q,,Anytime TD,,1900.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Denver Broncos Def/ST (DEN) - 1Q,,Anytime TD,,3000.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Jaleel McLaughlin (DEN) - 1Q,,Anytime TD,,3300.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Marvin Mims Jr. (DEN) - 1Q,,Anytime TD,,3500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Adam Trautman (DEN) - 1Q,,Anytime TD,,3500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
BUF Bills D/ST - 1Q,,Anytime TD,,3500.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
Keon Coleman (BUF) - 1Q,,Anytime TD,,4000.0,,Bovada,Buffalo Bills @ Denver Broncos,1768685400000,Broncos,Bills,False
