season,week,game_id,team,player,position,player_id_x,is_active,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,is_active_pid,is_active_nm,_name_norm,_name_norm_loose,_alias_init_last,team_norm,player_id_y,pass_attempts_act,pass_yards_act,pass_tds_act,interceptions_act,rush_attempts_act,rush_yards_act,rush_tds_act,targets_act,receptions_act,rec_yards_act,rec_tds_act,player_act,team_act,match_strategy,pass_attempts_err,pass_yards_err,pass_tds_err,interceptions_err,rush_attempts_err,rush_yards_err,rush_tds_err,targets_err,receptions_err,rec_yards_err,rec_tds_err
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Jacoby Brissett,QB,00-0033119,1.0,30.15,178.5,1.47,0.7,3.69,12.0,0.11,0.0,0.0,0.0,0.0,0.1051,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,jacoby brissett,jacobybrissett,jbrissett,Arizona Cardinals,00-0033119,44.0,212.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.Brissett,ARI,team_norm & _alias_init_last,-13.850000000000001,-33.5,-0.53,0.7,3.69,12.0,0.11,0.0,0.0,0.0,0.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Michael Carter,RB,00-0036924,1.0,0.0,0.0,0.0,0.0,16.14,61.6,0.55,4.37,3.41,24.3,0.3,0.571,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,michael carter,michaelcarter,mcarter,Arizona Cardinals,00-0036924,0.0,0.0,0.0,0.0,7.0,29.0,0.0,4.0,2.0,14.0,0.0,M.Carter,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,9.14,32.6,0.55,0.3700000000000001,1.4100000000000001,10.3,0.3
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Emari Demercado,RB,00-0038705,1.0,0.0,0.0,0.0,0.0,8.97,34.9,0.19,2.72,1.93,14.4,0.18,0.3046,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,emari demercado,emaridemercado,edemercado,Arizona Cardinals,00-0038705,0.0,0.0,0.0,0.0,5.0,11.0,0.0,3.0,2.0,9.0,0.0,E.Demercado,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,3.9700000000000006,23.9,0.19,-0.2799999999999998,-0.07000000000000006,5.4,0.18
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Corey Kiner,RB,00-0040556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,corey kiner,coreykiner,ckiner,Arizona Cardinals,00-0040556,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,C.Kiner,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Trey McBride,TE,00-0037744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11,4.08,28.4,0.36,0.3037,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,trey mcbride,treymcbride,tmcbride,Arizona Cardinals,00-0037744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,76.0,1.0,T.McBride,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.89,-5.92,-47.6,-0.64
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Elijah Higgins,TE,00-0039041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,2.17,16.3,0.19,0.1727,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,elijah higgins,elijahhiggins,ehiggins,Arizona Cardinals,00-0039041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,E.Higgins,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1600000000000001,2.17,16.3,0.19
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Josiah Deguara,TE,00-0036332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,josiah deguara,josiahdeguara,jdeguara,Arizona Cardinals,00-0036332,,,,,,,,,,,,,,,,,,,,,,,,,
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Pharaoh Brown,TE,00-0033439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,pharaoh brown,pharaohbrown,pbrown,Arizona Cardinals,00-0033439,,,,,,,,,,,,,,,,,,,,,,,,,
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Marvin Harrison Jr.,WR,00-0039849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,3.84,42.4,0.44,0.3544,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,marvin harrison jr.,marvinharrisonjr,mharrison,Arizona Cardinals,00-0039849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,M.Harrison,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,3.84,42.4,0.44
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Michael Wilson,WR,00-0038559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37,3.29,38.8,0.35,0.2924,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0,michael wilson,michaelwilson,mwilson,Arizona Cardinals,00-0035144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,89.0,1.0,M.Wilson,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.63,-1.71,-50.2,-0.65
