date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-12-14,Chicago Bears,15.8,5.8,0.0,none,Mostly Clear,open,grass,
2025-12-14,Cincinnati Bengals,16.8,7.3,0.0,none,Mostly Cloudy,open,artificial,
2025-12-14,Houston Texans,56.5,14.0,0.0,none,Overcast,retractable,artificial,
2025-12-14,Jacksonville Jaguars,64.0,10.8,0.0,none,Partly Cloudy,open,grass,
2025-12-14,Kansas City Chiefs,23.3,4.4,0.0,none,Mostly Clear,open,grass,
2025-12-14,New England Patriots,26.5,7.6,0.0,none,Partly Cloudy,open,artificial,
2025-12-14,New York Giants,26.7,12.0,0.0,none,Overcast,open,artificial,
2025-12-14,Philadelphia Eagles,26.0,12.3,0.0,none,Overcast,open,grass,
2025-12-14,Denver Broncos,52.4,1.2,0.0,none,Partly Cloudy,open,grass,
2025-12-14,Los Angeles Rams,68.5,7.0,0.0,none,Mostly Clear,fixed,artificial,
2025-12-14,New Orleans Saints,56.8,16.3,0.0,none,Mostly Clear,fixed,artificial,
2025-12-14,Seattle Seahawks,50.4,5.3,0.0,none,Overcast,open,artificial,
2025-12-14,San Francisco 49ers,65.6,3.2,0.0,none,Mostly Clear,open,grass,
2025-12-14,Dallas Cowboys,48.6,9.6,0.0,none,Clear,retractable,artificial,
