date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-11-16,Miami Dolphins,69.44,4.970968,0.0,none,,open,grass,
2025-11-16,Atlanta Falcons,63.68,13.7322991,100.0,rain,,retractable,artificial,
2025-11-16,Buffalo Bills,43.16,21.002339799999998,100.0,rain,,open,grass,
2025-11-16,Jacksonville Jaguars,65.48,11.8681861,0.0,none,,open,grass,
2025-11-16,Minnesota Vikings,36.5,11.557500600000001,0.0,none,,fixed,artificial,
2025-11-16,New York Giants,49.82,15.9692347,100.0,rain,,open,artificial,
2025-11-16,Pittsburgh Steelers,48.74,15.6585492,100.0,rain,,open,grass,
2025-11-16,Tennessee Titans,63.68,11.122540899999999,100.0,rain,,open,grass,
2025-11-16,Arizona Cardinals,69.25999999999999,10.1283473,100.0,rain,,retractable,grass,
2025-11-16,Los Angeles Rams,55.94,7.8914117,100.0,rain,,fixed,artificial,
2025-11-16,Cleveland Browns,46.94,22.9285899,100.0,rain,,open,grass,
2025-11-16,Denver Broncos,52.52,3.6039518,0.0,none,,open,grass,
2025-11-16,Philadelphia Eagles,55.22,17.9576219,100.0,rain,,open,grass,
