date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-11-23,Baltimore Ravens,57.5,8.5,0.0,none,Mostly Cloudy,open,grass,
2025-11-23,Chicago Bears,52.3,4.1,0.0,none,Clear,open,grass,
2025-11-23,Cincinnati Bengals,56.3,4.9,0.0,none,Clear,open,artificial,
2025-11-23,Detroit Lions,50.0,8.4,0.0,none,Clear,fixed,artificial,
2025-11-23,Green Bay Packers,49.1,8.5,0.0,none,Mostly Clear,open,grass,
2025-11-23,Kansas City Chiefs,62.5,6.8,0.0,none,Clear,open,grass,
2025-11-23,Tennessee Titans,63.8,2.8,0.0,none,Clear,open,grass,
2025-11-23,Arizona Cardinals,62.0,3.4,0.0,none,Mostly Cloudy,retractable,grass,
2025-11-23,Las Vegas Raiders,64.1,4.0,0.0,none,Clear,fixed,grass,
2025-11-23,Dallas Cowboys,69.1,7.7,0.0,none,Overcast,retractable,artificial,
2025-11-23,New Orleans Saints,75.7,5.6,0.0,none,Partly Cloudy,fixed,artificial,
2025-11-23,Los Angeles Rams,67.0,5.7,0.0,none,Clear,fixed,artificial,
