event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate,price,threshold,range_low,range_high,range_type,total_line,spread_line,total_side,winner,combo,ht_result,ft_result,tie,side,ev_units
Las Vegas Raiders @ Denver Broncos,1762478100000,Broncos,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Las Vegas Raiders @ Denver Broncos,1762478100000,Broncos,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Las Vegas Raiders @ Denver Broncos,1762478100000,Broncos,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Las Vegas Raiders @ Denver Broncos,1762478100000,Broncos,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Las Vegas Raiders @ Denver Broncos,1762478100000,Broncos,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Las Vegas Raiders @ Denver Broncos,1762478100000,Broncos,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Las Vegas Raiders @ Denver Broncos,1762478100000,Broncos,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Las Vegas Raiders @ Denver Broncos,1762478100000,Broncos,Raiders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Atlanta Falcons @ Indianapolis Colts,1762698600000,Colts,Falcons,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
