date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-09-15,Houston Texans,91.4,9.6,0.0,none,Mostly Cloudy,retractable,artificial,
2025-09-15,Las Vegas Raiders,93.6,4.9,0.0,none,Clear,fixed,grass,
