event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,moneyline,Moneyline,G,,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,moneyline,Moneyline,G,,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,moneyline,Moneyline,G,,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,moneyline,Moneyline,G,,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,moneyline,Moneyline,G,,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,39.5,,,-440.0,295.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,40.5,,,-370.0,260.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,41.5,,,-320.0,230.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,42.5,,,-290.0,210.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,43.5,,,-245.0,180.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,44.5,,,-210.0,155.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,45.5,,,-185.0,140.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,46.5,,,-170.0,130.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,47.5,,,-145.0,110.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,48.0,,,-135.0,105.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,48.5,,,-130.0,,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,49.0,,,-125.0,-105.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,49.5,,,-120.0,-110.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,50.5,,,-105.0,-125.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,51.0,,,105.0,-135.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,51.5,,,115.0,-150.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,52.5,,,125.0,-165.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,53.5,,,140.0,-185.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,54.5,,,155.0,-210.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,55.5,,,175.0,-240.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,56.5,,,200.0,-275.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,57.5,,,225.0,-310.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,58.5,,,250.0,-360.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points,G,,59.5,,,285.0,-420.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points - Indianapolis Colts,G,,22.5,,,-135.0,105.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points - Kansas City Chiefs,G,,27.5,,,,-130.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points - Indianapolis Colts,G,,11.5,,,-115.0,-115.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points - Kansas City Chiefs,G,,13.5,,,-115.0,-115.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points - Indianapolis Colts,G,,3.5,,,-115.0,-115.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,alt_total,Total Points - Kansas City Chiefs,G,,5.5,,,-125.0,-105.0,True
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 44.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 44.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 44.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 44.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 50.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 50.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 50.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 50.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 56.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 56.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 56.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -3.5 and O/U 56.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 44.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 44.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 44.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 44.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 50.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 50.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 50.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 50.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 56.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 56.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 56.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -6.5 and O/U 56.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 21.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 21.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 21.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 21.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 25.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 25.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 25.5 Points,G,home,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 25.5 Points,G,away,,,,,,False
Indianapolis Colts @ Kansas City Chiefs,1763920800000,Chiefs,Colts,spread_total_combo,Point Spread -1.5 and O/U 29.5 Points,G,home,,,,,,False
