date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-12-21,Baltimore Ravens,40.1,13.297339399999998,0.0,none,,open,grass,
2025-12-21,Carolina Panthers,45.68,9.3827021,0.0,none,,open,grass,
2025-12-21,Cleveland Browns,32.72,23.612098,0.0,none,,open,grass,
2025-12-21,Dallas Cowboys,59.72,8.2642343,100.0,rain,,retractable,artificial,
2025-12-21,New Orleans Saints,67.82,8.326371400000001,100.0,rain,,fixed,artificial,
2025-12-21,New York Giants,36.5,14.1672588,0.0,none,,open,artificial,
2025-12-21,Tennessee Titans,48.2,9.6312505,0.0,none,,open,grass,
2025-12-21,Arizona Cardinals,61.88,3.5418147,0.0,none,,retractable,grass,
2025-12-21,Denver Broncos,39.92,4.970968,0.0,none,,open,grass,
2025-12-21,Detroit Lions,28.22,17.274113800000002,0.0,none,,fixed,artificial,
2025-12-21,Houston Texans,73.22,9.0720166,100.0,rain,,retractable,artificial,
2025-12-21,Miami Dolphins,71.96,6.9593552,100.0,rain,,open,grass,
