event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate,price,threshold,range_low,range_high,range_type,total_line,spread_line,total_side,winner,combo,ht_result,ft_result,tie,side,ev_units
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Buffalo Bills @ Carolina Panthers,1761498000000,Panthers,Bills,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Chicago Bears @ Baltimore Ravens,1761498000000,Ravens,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Cleveland Browns @ New England Patriots,1761498000000,Patriots,Browns,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Miami Dolphins @ Atlanta Falcons,1761498000000,Falcons,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Miami Dolphins @ Atlanta Falcons,1761498000000,Falcons,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Miami Dolphins @ Atlanta Falcons,1761498000000,Falcons,Dolphins,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
