player,team,event,market,line,over_price,under_price,game_time,home_team,away_team,is_ladder,proj,edge
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,125.0,-1800.0,,1759450500000,Rams,49ers,True,,
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,150.0,-700.0,,1759450500000,Rams,49ers,True,,
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,175.0,-350.0,,1759450500000,Rams,49ers,True,,
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,200.0,-180.0,,1759450500000,Rams,49ers,True,,
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,225.0,105.0,,1759450500000,Rams,49ers,True,,
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,250.0,190.0,,1759450500000,Rams,49ers,True,,
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,275.0,350.0,,1759450500000,Rams,49ers,True,,
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,300.0,600.0,,1759450500000,Rams,49ers,True,,
Mac Jones,SF,San Francisco 49ers @ Los Angeles Rams,Passing Yards,325.0,900.0,,1759450500000,Rams,49ers,True,,
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,150.0,-1200.0,,1759450500000,Rams,49ers,True,211.1,61.099999999999994
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,175.0,-500.0,,1759450500000,Rams,49ers,True,211.1,36.099999999999994
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,200.0,-250.0,,1759450500000,Rams,49ers,True,211.1,11.099999999999994
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,225.0,-140.0,,1759450500000,Rams,49ers,True,211.1,-13.900000000000006
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,250.0,125.0,,1759450500000,Rams,49ers,True,211.1,-38.900000000000006
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,275.0,225.0,,1759450500000,Rams,49ers,True,211.1,-63.900000000000006
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,300.0,400.0,,1759450500000,Rams,49ers,True,211.1,-88.9
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,325.0,700.0,,1759450500000,Rams,49ers,True,211.1,-113.9
Matthew Stafford,LAR,San Francisco 49ers @ Los Angeles Rams,Passing Yards,350.0,1100.0,,1759450500000,Rams,49ers,True,211.1,-138.9
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,20.0,-1600.0,,1759450500000,Rams,49ers,True,23.9,3.8999999999999986
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,25.0,-900.0,,1759450500000,Rams,49ers,True,23.9,-1.1000000000000014
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,30.0,-550.0,,1759450500000,Rams,49ers,True,23.9,-6.100000000000001
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,40.0,-275.0,,1759450500000,Rams,49ers,True,23.9,-16.1
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,50.0,-150.0,,1759450500000,Rams,49ers,True,23.9,-26.1
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,60.0,110.0,,1759450500000,Rams,49ers,True,23.9,-36.1
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,70.0,180.0,,1759450500000,Rams,49ers,True,23.9,-46.1
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,80.0,275.0,,1759450500000,Rams,49ers,True,23.9,-56.1
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,90.0,400.0,,1759450500000,Rams,49ers,True,23.9,-66.1
Christian McCaffrey,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,100.0,625.0,,1759450500000,Rams,49ers,True,23.9,-76.1
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,20.0,-1400.0,,1759450500000,Rams,49ers,True,25.9,5.899999999999999
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,25.0,-700.0,,1759450500000,Rams,49ers,True,25.9,0.8999999999999986
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,30.0,-475.0,,1759450500000,Rams,49ers,True,25.9,-4.100000000000001
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,40.0,-250.0,,1759450500000,Rams,49ers,True,25.9,-14.100000000000001
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,50.0,-150.0,,1759450500000,Rams,49ers,True,25.9,-24.1
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,60.0,105.0,,1759450500000,Rams,49ers,True,25.9,-34.1
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,70.0,160.0,,1759450500000,Rams,49ers,True,25.9,-44.1
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,80.0,225.0,,1759450500000,Rams,49ers,True,25.9,-54.1
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,90.0,350.0,,1759450500000,Rams,49ers,True,25.9,-64.1
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,100.0,475.0,,1759450500000,Rams,49ers,True,25.9,-74.1
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,110.0,675.0,,1759450500000,Rams,49ers,True,25.9,-84.1
Davante Adams,LAR,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,125.0,1000.0,,1759450500000,Rams,49ers,True,25.9,-99.1
Jake Tonges,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,10.0,-550.0,,1759450500000,Rams,49ers,True,63.2,53.2
Jake Tonges,SF,San Francisco 49ers @ Los Angeles Rams,Receiving Yards,15.0,-275.0,,1759450500000,Rams,49ers,True,63.2,48.2
