event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,moneyline,Moneyline,G,,,,,,,False
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,moneyline,Moneyline,G,,,,,,,False
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,moneyline,Moneyline,G,,,,,,,False
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,26.5,,,-525.0,340.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,27.5,,,-430.0,290.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,28.5,,,-380.0,265.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,29.5,,,-300.0,215.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,30.5,,,-240.0,175.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,31.5,,,-210.0,155.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,32.5,,,-190.0,145.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,33.5,,,-150.0,115.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,34.0,,,-145.0,110.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,34.5,,,-135.0,105.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,35.0,,,-125.0,-105.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,36.0,,,-110.0,-120.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,36.5,,,,-130.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,37.0,,,110.0,-145.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,37.5,,,120.0,-160.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,38.0,,,130.0,-170.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,38.5,,,130.0,-170.0,True
Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,alt_total,Total Points,G,,39.5,,,150.0,-200.0,True
