player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Jonathan Jones,NE,Anytime TD,,1700.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Robbie Chosen,WAS,Anytime TD,,900.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Marcus Mariota,WAS,Anytime TD,,260.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Miami Dolphins Def/ST,MIA,Anytime TD,,800.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jaylen Wright,MIA,Anytime TD,,1000.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Tahj Washington,MIA,Anytime TD,,1000.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Chris Moore,WAS,Anytime TD,,725.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Tua Tagovailoa,MIA,Anytime TD,,2200.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Cedrick Wilson Jr.,MIA,Anytime TD,,1600.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Alec Ingold,MIA,Anytime TD,,1600.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Chris Rodriguez Jr.,WAS,Anytime TD,,160.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jeremy McNichols,WAS,Anytime TD,,400.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
John Bates,WAS,Anytime TD,,1000.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Deebo Samuel Sr.,WAS,Anytime TD,,180.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Julian Hill,MIA,Anytime TD,,500.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Washington Def/ST,WAS,Anytime TD,,900.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Malik Washington,MIA,Anytime TD,,200.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Nick Westbrook-Ikhine,MIA,Anytime TD,,400.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Dwayne Eskridge,MIA,Anytime TD,,1000.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Ollie Gordon II,MIA,Anytime TD,,440.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Hayden Rucci,MIA,Anytime TD,,1800.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jaylin Lane,WAS,Anytime TD,,350.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
De'Von Achane,MIA,Anytime TD,,-190.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jaylen Waddle,MIA,Anytime TD,,,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Colson Yankoff,WAS,Anytime TD,,1700.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Greg Dulcich,MIA,Anytime TD,,400.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Zach Ertz,WAS,Anytime TD,,185.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Ben Sinnott,WAS,Anytime TD,,1700.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jacory Croskey-Merritt,WAS,Anytime TD,,160.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
De'Von Achane (MIA) - 1H,,Anytime TD,,140.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jaylen Waddle (MIA) - 1H,,Anytime TD,,220.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jacory Croskey-Merritt (WAS) - 1H,,Anytime TD,,300.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Deebo Samuel (WAS) - 1H,,Anytime TD,,380.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Zach Ertz (WAS) - 1H,,Anytime TD,,400.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jeremy McNichols (WAS) - 1H,,Anytime TD,,410.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Chris Rodriguez Jr. (WAS) - 1H,,Anytime TD,,410.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Malik Washington (MIA) - 1H,,Anytime TD,,450.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Julian Hill (MIA) - 1H,,Anytime TD,,550.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Marcus Mariota (WAS) - 1H,,Anytime TD,,550.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Greg Dulcich (MIA) - 1H,,Anytime TD,,550.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Jaylin Lane (WAS) - 1H,,Anytime TD,,650.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
Nick Westbrook-Ikhine (MIA) - 1H,,Anytime TD,,750.0,,Bovada,Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,False
