date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-10-13,Atlanta Falcons,75.6,5.0,0.0,none,Clear,retractable,artificial,
2025-10-13,Washington Commanders,58.3,13.2,100.0,rain,Overcast,open,grass,
