event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,31.5,,,-525.0,340.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,32.5,,,-460.0,305.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,33.5,,,-370.0,260.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,34.5,,,-310.0,225.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,35.5,,,-280.0,205.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,36.5,,,-240.0,175.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,37.5,,,-190.0,145.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,38.5,,,-170.0,130.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,39.5,,,-150.0,115.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,40.0,,,-145.0,110.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,40.5,,,-130.0,,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,41.0,,,-125.0,-105.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,42.0,,,-110.0,-120.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,42.5,,,-105.0,-125.0,True
Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,alt_total,Total Points,G,,43.0,,,105.0,-135.0,True
