date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-10-19,Jacksonville Jaguars,71.78,17.4605251,100.0,rain,,open,grass,
2025-10-19,Chicago Bears,56.48,18.3304445,100.0,rain,,open,grass,
2025-10-19,Cleveland Browns,66.02,20.2566946,100.0,rain,,open,grass,
2025-10-19,Kansas City Chiefs,55.94,15.4721379,100.0,rain,,open,grass,
2025-10-19,Minnesota Vikings,49.1,12.613831300000001,100.0,rain,,fixed,artificial,
2025-10-19,New York Jets,59.0,12.613831300000001,0.0,none,,open,artificial,
2025-10-19,Tennessee Titans,66.92,18.64113,100.0,rain,,open,grass,
2025-10-19,Denver Broncos,48.74,5.0331051,0.0,none,,open,grass,
2025-10-19,Los Angeles Chargers,67.1,5.4059276999999994,0.0,none,,fixed,artificial,
2025-10-19,Arizona Cardinals,74.12,3.5418147,0.0,none,,retractable,grass,
2025-10-19,Dallas Cowboys,67.82,14.2293959,0.0,none,,retractable,artificial,
2025-10-19,San Francisco 49ers,64.94,6.21371,0.0,none,,open,grass,
