player,team,event,market,line,over_price,under_price,game_time,home_team,away_team,is_ladder,proj,edge
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,125.0,-1550.0,,1768767000000,Patriots,Texans,True,263.5,138.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,150.0,-660.0,,1768767000000,Patriots,Texans,True,263.5,113.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,175.0,-340.0,,1768767000000,Patriots,Texans,True,263.5,88.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,200.0,-175.0,,1768767000000,Patriots,Texans,True,263.5,63.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,225.0,105.0,,1768767000000,Patriots,Texans,True,263.5,38.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,250.0,190.0,,1768767000000,Patriots,Texans,True,263.5,13.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,275.0,340.0,,1768767000000,Patriots,Texans,True,263.5,-11.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,300.0,585.0,,1768767000000,Patriots,Texans,True,263.5,-36.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,325.0,900.0,,1768767000000,Patriots,Texans,True,263.5,-61.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,350.0,1350.0,,1768767000000,Patriots,Texans,True,263.5,-86.5
C.J. Stroud,HOU,Houston Texans @ New England Patriots,Passing Yards,375.0,3200.0,,1768767000000,Patriots,Texans,True,263.5,-111.5
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,150.0,-1200.0,,1768767000000,Patriots,Texans,True,285.0,135.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,175.0,-480.0,,1768767000000,Patriots,Texans,True,285.0,110.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,200.0,-250.0,,1768767000000,Patriots,Texans,True,285.0,85.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,225.0,-130.0,,1768767000000,Patriots,Texans,True,285.0,60.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,250.0,145.0,,1768767000000,Patriots,Texans,True,285.0,35.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,275.0,250.0,,1768767000000,Patriots,Texans,True,285.0,10.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,300.0,420.0,,1768767000000,Patriots,Texans,True,285.0,-15.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,325.0,730.0,,1768767000000,Patriots,Texans,True,285.0,-40.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,350.0,1150.0,,1768767000000,Patriots,Texans,True,285.0,-65.0
Drake Maye,NE,Houston Texans @ New England Patriots,Passing Yards,375.0,2000.0,,1768767000000,Patriots,Texans,True,285.0,-90.0
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,10.0,-1600.0,,1768767000000,Patriots,Texans,True,38.4,28.4
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,15.0,-750.0,,1768767000000,Patriots,Texans,True,38.4,23.4
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,20.0,-450.0,,1768767000000,Patriots,Texans,True,38.4,18.4
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,25.0,-300.0,,1768767000000,Patriots,Texans,True,38.4,13.399999999999999
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,30.0,-210.0,,1768767000000,Patriots,Texans,True,38.4,8.399999999999999
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,40.0,-110.0,,1768767000000,Patriots,Texans,True,38.4,-1.6000000000000014
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,50.0,150.0,,1768767000000,Patriots,Texans,True,38.4,-11.600000000000001
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,60.0,250.0,,1768767000000,Patriots,Texans,True,38.4,-21.6
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,70.0,375.0,,1768767000000,Patriots,Texans,True,38.4,-31.6
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,80.0,575.0,,1768767000000,Patriots,Texans,True,38.4,-41.6
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,90.0,800.0,,1768767000000,Patriots,Texans,True,38.4,-51.6
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,100.0,1100.0,,1768767000000,Patriots,Texans,True,38.4,-61.6
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,110.0,1500.0,,1768767000000,Patriots,Texans,True,38.4,-71.6
Christian Kirk,HOU,Houston Texans @ New England Patriots,Receiving Yards,125.0,2800.0,,1768767000000,Patriots,Texans,True,38.4,-86.6
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,15.0,-1200.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,20.0,-600.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,25.0,-350.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,30.0,-250.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,40.0,-115.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,50.0,150.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,60.0,275.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,70.0,420.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,80.0,650.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,90.0,900.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,100.0,1200.0,,1768767000000,Patriots,Texans,True,,
Dalton Schultz,HOU,Houston Texans @ New England Patriots,Receiving Yards,110.0,2200.0,,1768767000000,Patriots,Texans,True,,
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,10.0,-245.0,,1768767000000,Patriots,Texans,True,0.0,-10.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,15.0,-150.0,,1768767000000,Patriots,Texans,True,0.0,-15.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,20.0,,,1768767000000,Patriots,Texans,True,0.0,-20.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,25.0,140.0,,1768767000000,Patriots,Texans,True,0.0,-25.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,30.0,180.0,,1768767000000,Patriots,Texans,True,0.0,-30.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,40.0,330.0,,1768767000000,Patriots,Texans,True,0.0,-40.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,50.0,530.0,,1768767000000,Patriots,Texans,True,0.0,-50.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,60.0,775.0,,1768767000000,Patriots,Texans,True,0.0,-60.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,70.0,1100.0,,1768767000000,Patriots,Texans,True,0.0,-70.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,80.0,1350.0,,1768767000000,Patriots,Texans,True,0.0,-80.0
DeMario Douglas,NE,Houston Texans @ New England Patriots,Receiving Yards,90.0,2550.0,,1768767000000,Patriots,Texans,True,0.0,-90.0
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,15.0,-880.0,,1768767000000,Patriots,Texans,True,36.8,21.799999999999997
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,20.0,-510.0,,1768767000000,Patriots,Texans,True,36.8,16.799999999999997
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,25.0,-340.0,,1768767000000,Patriots,Texans,True,36.8,11.799999999999997
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,30.0,-240.0,,1768767000000,Patriots,Texans,True,36.8,6.799999999999997
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,40.0,-125.0,,1768767000000,Patriots,Texans,True,36.8,-3.200000000000003
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,50.0,135.0,,1768767000000,Patriots,Texans,True,36.8,-13.200000000000003
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,60.0,210.0,,1768767000000,Patriots,Texans,True,36.8,-23.200000000000003
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,70.0,330.0,,1768767000000,Patriots,Texans,True,36.8,-33.2
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,80.0,500.0,,1768767000000,Patriots,Texans,True,36.8,-43.2
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,90.0,725.0,,1768767000000,Patriots,Texans,True,36.8,-53.2
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,100.0,1000.0,,1768767000000,Patriots,Texans,True,36.8,-63.2
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,110.0,1250.0,,1768767000000,Patriots,Texans,True,36.8,-73.2
Hunter Henry,NE,Houston Texans @ New England Patriots,Receiving Yards,125.0,2550.0,,1768767000000,Patriots,Texans,True,36.8,-88.2
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,10.0,-1200.0,,1768767000000,Patriots,Texans,True,63.0,53.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,15.0,-650.0,,1768767000000,Patriots,Texans,True,63.0,48.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,20.0,-400.0,,1768767000000,Patriots,Texans,True,63.0,43.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,25.0,-250.0,,1768767000000,Patriots,Texans,True,63.0,38.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,30.0,-190.0,,1768767000000,Patriots,Texans,True,63.0,33.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,40.0,-110.0,,1768767000000,Patriots,Texans,True,63.0,23.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,50.0,140.0,,1768767000000,Patriots,Texans,True,63.0,13.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,60.0,225.0,,1768767000000,Patriots,Texans,True,63.0,3.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,70.0,325.0,,1768767000000,Patriots,Texans,True,63.0,-7.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,80.0,450.0,,1768767000000,Patriots,Texans,True,63.0,-17.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,90.0,650.0,,1768767000000,Patriots,Texans,True,63.0,-27.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,100.0,875.0,,1768767000000,Patriots,Texans,True,63.0,-37.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,110.0,1200.0,,1768767000000,Patriots,Texans,True,63.0,-47.0
Jayden Higgins,HOU,Houston Texans @ New England Patriots,Receiving Yards,125.0,1600.0,,1768767000000,Patriots,Texans,True,63.0,-62.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,10.0,-110.0,,1768767000000,Patriots,Texans,True,0.0,-10.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,15.0,150.0,,1768767000000,Patriots,Texans,True,0.0,-15.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,20.0,200.0,,1768767000000,Patriots,Texans,True,0.0,-20.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,25.0,275.0,,1768767000000,Patriots,Texans,True,0.0,-25.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,30.0,400.0,,1768767000000,Patriots,Texans,True,0.0,-30.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,40.0,600.0,,1768767000000,Patriots,Texans,True,0.0,-40.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,50.0,900.0,,1768767000000,Patriots,Texans,True,0.0,-50.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,60.0,1200.0,,1768767000000,Patriots,Texans,True,0.0,-60.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,70.0,2000.0,,1768767000000,Patriots,Texans,True,0.0,-70.0
Jaylin Noel,HOU,Houston Texans @ New England Patriots,Receiving Yards,80.0,2800.0,,1768767000000,Patriots,Texans,True,0.0,-80.0
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,10.0,-660.0,,1768767000000,Patriots,Texans,True,52.5,42.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,15.0,-390.0,,1768767000000,Patriots,Texans,True,52.5,37.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,20.0,-265.0,,1768767000000,Patriots,Texans,True,52.5,32.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,25.0,-195.0,,1768767000000,Patriots,Texans,True,52.5,27.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,30.0,-140.0,,1768767000000,Patriots,Texans,True,52.5,22.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,40.0,120.0,,1768767000000,Patriots,Texans,True,52.5,12.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,50.0,185.0,,1768767000000,Patriots,Texans,True,52.5,2.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,60.0,280.0,,1768767000000,Patriots,Texans,True,52.5,-7.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,70.0,390.0,,1768767000000,Patriots,Texans,True,52.5,-17.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,80.0,575.0,,1768767000000,Patriots,Texans,True,52.5,-27.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,90.0,800.0,,1768767000000,Patriots,Texans,True,52.5,-37.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,100.0,1100.0,,1768767000000,Patriots,Texans,True,52.5,-47.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,110.0,1350.0,,1768767000000,Patriots,Texans,True,52.5,-57.5
Kayshon Boutte,NE,Houston Texans @ New England Patriots,Receiving Yards,125.0,2250.0,,1768767000000,Patriots,Texans,True,52.5,-72.5
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,10.0,-375.0,,1768767000000,Patriots,Texans,True,23.8,13.8
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,15.0,-225.0,,1768767000000,Patriots,Texans,True,23.8,8.8
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,20.0,-125.0,,1768767000000,Patriots,Texans,True,23.8,3.8000000000000007
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,25.0,115.0,,1768767000000,Patriots,Texans,True,23.8,-1.1999999999999993
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,30.0,165.0,,1768767000000,Patriots,Texans,True,23.8,-6.199999999999999
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,40.0,300.0,,1768767000000,Patriots,Texans,True,23.8,-16.2
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,50.0,525.0,,1768767000000,Patriots,Texans,True,23.8,-26.2
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,60.0,850.0,,1768767000000,Patriots,Texans,True,23.8,-36.2
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,70.0,1200.0,,1768767000000,Patriots,Texans,True,23.8,-46.2
Rhamondre Stevenson,NE,Houston Texans @ New England Patriots,Receiving Yards,80.0,2200.0,,1768767000000,Patriots,Texans,True,23.8,-56.2
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,20.0,-990.0,,1768767000000,Patriots,Texans,True,67.4,47.400000000000006
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,25.0,-600.0,,1768767000000,Patriots,Texans,True,67.4,42.400000000000006
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,30.0,-390.0,,1768767000000,Patriots,Texans,True,67.4,37.400000000000006
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,40.0,-205.0,,1768767000000,Patriots,Texans,True,67.4,27.400000000000006
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,50.0,-120.0,,1768767000000,Patriots,Texans,True,67.4,17.400000000000006
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,60.0,135.0,,1768767000000,Patriots,Texans,True,67.4,7.400000000000006
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,70.0,205.0,,1768767000000,Patriots,Texans,True,67.4,-2.5999999999999943
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,80.0,320.0,,1768767000000,Patriots,Texans,True,67.4,-12.599999999999994
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,90.0,475.0,,1768767000000,Patriots,Texans,True,67.4,-22.599999999999994
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,100.0,630.0,,1768767000000,Patriots,Texans,True,67.4,-32.599999999999994
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,110.0,850.0,,1768767000000,Patriots,Texans,True,67.4,-42.599999999999994
Stefon Diggs,NE,Houston Texans @ New England Patriots,Receiving Yards,125.0,1350.0,,1768767000000,Patriots,Texans,True,67.4,-57.599999999999994
TreVeyon Henderson,NE,Houston Texans @ New England Patriots,Receiving Yards,10.0,-110.0,,1768767000000,Patriots,Texans,True,16.8,6.800000000000001
TreVeyon Henderson,NE,Houston Texans @ New England Patriots,Receiving Yards,15.0,165.0,,1768767000000,Patriots,Texans,True,16.8,1.8000000000000007
TreVeyon Henderson,NE,Houston Texans @ New England Patriots,Receiving Yards,20.0,260.0,,1768767000000,Patriots,Texans,True,16.8,-3.1999999999999993
TreVeyon Henderson,NE,Houston Texans @ New England Patriots,Receiving Yards,25.0,360.0,,1768767000000,Patriots,Texans,True,16.8,-8.2
TreVeyon Henderson,NE,Houston Texans @ New England Patriots,Receiving Yards,30.0,530.0,,1768767000000,Patriots,Texans,True,16.8,-13.2
TreVeyon Henderson,NE,Houston Texans @ New England Patriots,Receiving Yards,40.0,900.0,,1768767000000,Patriots,Texans,True,16.8,-23.2
TreVeyon Henderson,NE,Houston Texans @ New England Patriots,Receiving Yards,50.0,1350.0,,1768767000000,Patriots,Texans,True,16.8,-33.2
TreVeyon Henderson,NE,Houston Texans @ New England Patriots,Receiving Yards,60.0,3200.0,,1768767000000,Patriots,Texans,True,16.8,-43.2
Woody Marks,HOU,Houston Texans @ New England Patriots,Receiving Yards,10.0,-105.0,,1768767000000,Patriots,Texans,True,21.7,11.7
Woody Marks,HOU,Houston Texans @ New England Patriots,Receiving Yards,15.0,170.0,,1768767000000,Patriots,Texans,True,21.7,6.699999999999999
Woody Marks,HOU,Houston Texans @ New England Patriots,Receiving Yards,20.0,275.0,,1768767000000,Patriots,Texans,True,21.7,1.6999999999999993
Woody Marks,HOU,Houston Texans @ New England Patriots,Receiving Yards,25.0,400.0,,1768767000000,Patriots,Texans,True,21.7,-3.3000000000000007
Woody Marks,HOU,Houston Texans @ New England Patriots,Receiving Yards,30.0,625.0,,1768767000000,Patriots,Texans,True,21.7,-8.3
Xavier Hutchinson,HOU,Houston Texans @ New England Patriots,Receiving Yards,10.0,-650.0,,1768767000000,Patriots,Texans,True,27.4,17.4
Xavier Hutchinson,HOU,Houston Texans @ New England Patriots,Receiving Yards,15.0,-350.0,,1768767000000,Patriots,Texans,True,27.4,12.399999999999999
Xavier Hutchinson,HOU,Houston Texans @ New England Patriots,Receiving Yards,20.0,-250.0,,1768767000000,Patriots,Texans,True,27.4,7.399999999999999
