date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-10-26,Atlanta Falcons,57.74,14.2293959,100.0,rain,,retractable,artificial,
2025-10-26,Baltimore Ravens,51.44,4.349597,0.0,none,,open,grass,
2025-10-26,Carolina Panthers,53.24,7.9535488,0.0,none,,open,grass,
2025-10-26,Cincinnati Bengals,50.36,8.326371400000001,0.0,none,,open,artificial,
2025-10-26,Houston Texans,71.06,7.5807262,100.0,rain,,retractable,artificial,
2025-10-26,New England Patriots,47.48,9.134153699999999,0.0,none,,open,artificial,
2025-10-26,Philadelphia Eagles,54.14,5.4059276999999994,0.0,none,,open,grass,
2025-10-26,New Orleans Saints,73.58,12.365282899999999,100.0,rain,,fixed,artificial,
2025-10-26,Denver Broncos,55.04,8.3885085,0.0,none,,open,grass,
2025-10-26,Indianapolis Colts,51.620000000000005,9.5691134,0.0,none,,retractable,artificial,
2025-10-26,Pittsburgh Steelers,45.5,6.337984199999999,0.0,none,,open,grass,
