date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,roof,surface,neutral_site,wx_precip_type,wx_sky
2025-09-04,Philadelphia Eagles,71.96,14.6643556,100.0,open,grass,,rain,
