date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,roof,surface,neutral_site,wx_precip_type,wx_sky
2025-09-05,Los Angeles Chargers,72.86,7.2700407,0.0,open,grass,True,none,
