date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-12-07,Atlanta Falcons,57.8,0.6,0.0,none,Clear,retractable,artificial,
2025-12-07,Baltimore Ravens,41.3,4.8,0.0,none,Overcast,open,grass,
2025-12-07,Cleveland Browns,32.4,13.8,100.0,snow,Overcast,open,grass,
2025-12-07,Green Bay Packers,17.5,8.9,0.0,none,Clear,open,grass,
2025-12-07,Jacksonville Jaguars,59.8,4.7,100.0,rain,Overcast,open,grass,
2025-12-07,Minnesota Vikings,10.0,3.3,0.0,none,Overcast,fixed,artificial,
2025-12-07,New York Jets,39.1,7.4,0.0,none,Overcast,open,artificial,
2025-12-07,Tampa Bay Buccaneers,74.6,11.9,57.0,rain,Partly Cloudy,open,grass,
2025-12-07,Las Vegas Raiders,58.9,2.2,0.0,none,Partly Cloudy,fixed,grass,
2025-12-07,Arizona Cardinals,68.6,0.9,0.0,none,Clear,retractable,grass,
2025-12-07,Buffalo Bills,29.0,11.4,100.0,snow,Overcast,open,grass,
2025-12-07,Kansas City Chiefs,30.7,12.3,0.0,none,Overcast,open,grass,
