date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-10-05,Cleveland Browns,71.78,9.6312505,0.0,none,,open,grass,
2025-10-05,Baltimore Ravens,64.75999999999999,5.530201900000001,0.0,none,,open,grass,
2025-10-05,Carolina Panthers,68.36,8.202097199999999,0.0,none,,open,grass,
2025-10-05,Indianapolis Colts,70.34,10.0662102,0.0,none,,retractable,artificial,
2025-10-05,New Orleans Saints,73.75999999999999,13.9187104,100.0,rain,,fixed,artificial,
2025-10-05,New York Jets,70.7,6.337984199999999,0.0,none,,open,artificial,
2025-10-05,Philadelphia Eagles,68.54,6.835081,0.0,none,,open,grass,
2025-10-05,Arizona Cardinals,75.56,4.970968,0.0,none,,retractable,grass,
2025-10-05,Seattle Seahawks,55.76,10.2526215,0.0,none,,open,artificial,
2025-10-05,Cincinnati Bengals,70.7,6.8972181,0.0,none,,open,artificial,
2025-10-05,Los Angeles Chargers,67.46,7.0836294,0.0,none,,fixed,artificial,
2025-10-05,Buffalo Bills,70.34,9.320565,0.0,none,,open,grass,
