player,team,event,market,line,over_price,under_price,game_time,home_team,away_team,is_ladder,proj,edge
Blake Corum,LAR,,Receiving Yards,0.0,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,2.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,12.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,22.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,32.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,42.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,52.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,62.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,72.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,82.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,92.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,102.5,,,1768779000000,Bears,Rams,True,,
Blake Corum,LAR,,Receiving Yards,112.5,,,1768779000000,Bears,Rams,True,,
Christian McCaffrey,SF,,Receiving Yards,44.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,54.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,64.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,74.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,84.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,94.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,104.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,114.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,124.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,134.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,144.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,154.5,,,1768698000000,Seahawks,49ers,True,,
Christian McCaffrey,SF,,Receiving Yards,164.5,,,1768698000000,Seahawks,49ers,True,,
D'Andre Swift,CHI,,Receiving Yards,13.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,23.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,33.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,43.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,53.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,63.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,73.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,83.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,93.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,103.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,113.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,123.5,,,1768779000000,Bears,Rams,True,,
D'Andre Swift,CHI,,Receiving Yards,133.5,,,1768779000000,Bears,Rams,True,,
James Cook,BUF,,Receiving Yards,38.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,48.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,58.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,68.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,78.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,88.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,98.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,108.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,118.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,128.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,138.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,148.5,,,1768685400000,Broncos,Bills,True,,
James Cook,BUF,,Receiving Yards,158.5,,,1768685400000,Broncos,Bills,True,,
Kenneth Walker,SEA,,Receiving Yards,9.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,19.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,29.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,39.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,49.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,59.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,69.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,79.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,89.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,99.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,109.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,119.5,,,1768698000000,Seahawks,49ers,True,,
Kenneth Walker,SEA,,Receiving Yards,129.5,,,1768698000000,Seahawks,49ers,True,,
Kyle Monangai,CHI,,Receiving Yards,0.0,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,8.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,18.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,28.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,38.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,48.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,58.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,68.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,78.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,88.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,98.5,,,1768779000000,Bears,Rams,True,,
Kyle Monangai,CHI,,Receiving Yards,108.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,15.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,25.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,35.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,45.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,55.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,65.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,75.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,85.5,,,1768779000000,Bears,Rams,True,,
Kyren Williams,LAR,,Receiving Yards,95.5,,,1768779000000,Bears,Rams,True,,
