season,week,date,game_id,team,player,position,player_id,is_active,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,is_active_pid,is_active_nm
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Jacoby Brissett,QB,00-0033119,1.0,39.97,206.0,1.01,1.19,2.77,7.6,0.02,0.0,0.0,0.0,0.0,0.0177,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Bam Knight,RB,00-0037157,1.0,0.0,0.0,0.0,0.0,12.1,38.3,0.09,5.81,4.37,27.6,0.17,0.2269,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Emari Demercado,RB,00-0038705,1.0,0.0,0.0,0.0,0.0,6.72,21.9,0.03,3.61,2.59,16.1,0.1,0.1236,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,0.0,0.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Jermar Jefferson,RB,00-0036670,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Michael Carter,RB,00-0036924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Trey McBride,TE,00-0037744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,5.44,30.2,0.21,0.1894,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Elijah Higgins,TE,00-0039041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,2.85,17.2,0.11,0.1037,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Josiah Deguara,TE,00-0036332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Oscar Cardenas,TE,00-0040381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,0.0,0.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Pharaoh Brown,TE,00-0033439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Marvin Harrison Jr.,WR,00-0039849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14,5.63,52.5,0.3,0.2565,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Michael Wilson,WR,00-0038559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39,4.73,45.3,0.23,0.2077,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Greg Dortch,WR,00-0035500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,4.0,25.3,0.15,0.1384,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Andre Baccellia,WR,00-0035876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Bryson Green,WR,00-0040383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,0.0,0.0
2025,13,0.0,2025_13_ARI_TB,Arizona Cardinals,Xavier Weaver,WR,00-0039521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.95,21.6,263.4,78.9,1.3237108037582153,0.13424590456932783,1.173798060066741,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Tampa Bay Buccaneers,Baker Mayfield,QB,00-0034855,1.0,42.54,232.0,2.08,1.1,5.02,14.3,0.12,0.0,0.0,0.0,0.0,0.1137,72.0,43.57,25.71,244.4,94.0,2.3534931939839034,0.6098194802865828,1.0892899702831955,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Tampa Bay Buccaneers,Bucky Irving,RB,00-0039361,1.0,0.0,0.0,0.0,0.0,13.31,42.5,0.38,5.45,4.46,22.9,0.3,0.4917,72.0,43.57,25.71,244.4,94.0,2.3534931939839034,0.6098194802865828,1.0892899702831955,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Tampa Bay Buccaneers,Rachaad White,RB,00-0037256,1.0,0.0,0.0,0.0,0.0,7.39,22.8,0.13,3.39,2.83,12.5,0.19,0.2741,72.0,43.57,25.71,244.4,94.0,2.3534931939839034,0.6098194802865828,1.0892899702831955,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Tampa Bay Buccaneers,Sean Tucker,RB,00-0038951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,43.57,25.71,244.4,94.0,2.3534931939839034,0.6098194802865828,1.0892899702831955,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Tampa Bay Buccaneers,Cade Otton,TE,00-0038129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.77,31.6,0.4,0.3266,72.0,43.57,25.71,244.4,94.0,2.3534931939839034,0.6098194802865828,1.0892899702831955,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Tampa Bay Buccaneers,Payne Durham,TE,00-0039050,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,2.55,21.1,0.21,0.1922,72.0,43.57,25.71,244.4,94.0,2.3534931939839034,0.6098194802865828,1.0892899702831955,1.0,1.0
2025,13,0.0,2025_13_ARI_TB,Tampa Bay Buccaneers,Devin Culp,TE,00-0039754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,43.57,25.71,244.4,94.0,2.3534931939839034,0.6098194802865828,1.0892899702831955,1.0,1.0
