player,team,market,line,over_price,under_price,is_ladder,event,home_team,away_team,game_time,book,position,market_key,proj,edge,over_ev,under_ev,note,rank_score
Puka Nacua,LAR,Receiving Yards,110.0,140.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,37.0,-73.0,-0.999978953265048,,,73.0
Kendrick Bourne,SF,Receiving Yards,100.0,1200.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,-70.1,-0.9997574779850504,,,70.1
Christian McCaffrey,SF,Receiving Yards,90.0,400.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,23.9,-66.1,-0.9997475607136375,,,66.1
Christian McCaffrey,SF,Rushing Yards,110.0,550.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,-65.6,-0.9999909329800079,,,65.6
Davante Adams,LAR,Receiving Yards,90.0,350.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,25.9,-64.1,-0.9996335577874027,,,64.1
Matthew Stafford,LAR,Passing Yards,275.0,225.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,QB,pass_yards,211.1,-63.900000000000006,-0.8896733709440529,,,63.900000000000006
Puka Nacua,LAR,Receiving Yards,100.0,,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,37.0,-63.0,,,,63.0
Matthew Stafford,LAR,Passing Yards,150.0,-1200.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,QB,pass_yards,211.1,61.099999999999994,0.039533835452537136,,,61.099999999999994
Kendrick Bourne,SF,Receiving Yards,90.0,875.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,-60.1,-0.9980143076141877,,,60.1
Kyren Williams,LAR,Rushing Yards,125.0,750.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,-59.0,-0.9998935077827309,,,59.0
Christian McCaffrey,SF,Receiving Yards,80.0,275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,23.9,-56.1,-0.9981871594660608,,,56.1
Christian McCaffrey,SF,Rushing Yards,100.0,375.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,-55.6,-0.9998303230595612,,,55.6
Davante Adams,LAR,Receiving Yards,80.0,225.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,25.9,-54.1,-0.9976261401870992,,,54.1
Jake Tonges,SF,Receiving Yards,10.0,-550.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,rec_yards,63.2,53.2,0.1807831651406855,,,53.2
Puka Nacua,LAR,Receiving Yards,90.0,-150.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,37.0,-53.0,-0.9984808252312857,,,53.0
Kendrick Bourne,SF,Receiving Yards,80.0,650.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,-50.1,-0.9879695436423201,,,50.1
Jake Tonges,SF,Receiving Yards,15.0,-275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,rec_yards,63.2,48.2,0.36051476039592145,,,48.2
Jordan Whittington,LAR,Receiving Yards,70.0,1500.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,23.3,-46.7,-0.9518941212227503,,,46.7
Christian McCaffrey,SF,Receiving Yards,70.0,180.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,23.9,-46.1,-0.9906303486840342,,,46.1
Christian McCaffrey,SF,Rushing Yards,90.0,250.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,-45.6,-0.9980305538726618,,,45.6
Davante Adams,LAR,Receiving Yards,70.0,160.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,25.9,-44.1,-0.9876715760945426,,,44.1
Kyren Williams,LAR,Rushing Yards,110.0,450.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,-44.0,-0.9953990445140812,,,44.0
Jake Tonges,SF,Receiving Yards,20.0,-180.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,rec_yards,63.2,43.2,0.5469626556756194,,,43.2
Puka Nacua,LAR,Receiving Yards,80.0,-225.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,37.0,-43.0,-0.991748329600135,,,43.0
Blake Corum,LAR,Rushing Yards,80.0,1100.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,-41.2,-0.9804880933346252,,,41.2
Kendrick Bourne,SF,Receiving Yards,70.0,425.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,-40.1,-0.9518759497954226,,,40.1
Matthew Stafford,LAR,Passing Yards,250.0,125.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,QB,pass_yards,211.1,-38.900000000000006,-0.7003180902615318,,,38.900000000000006
Jake Tonges,SF,Receiving Yards,25.0,-115.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,rec_yards,63.2,38.2,0.8465356625133986,,,38.2
Jordan Whittington,LAR,Receiving Yards,60.0,1100.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,23.3,-36.7,-0.8148168380842433,,,36.7
Christian McCaffrey,SF,Receiving Yards,60.0,110.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,23.9,-36.1,-0.9646050107566693,,,36.1
Matthew Stafford,LAR,Passing Yards,175.0,-500.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,QB,pass_yards,211.1,36.099999999999994,0.018596067088067575,,,36.099999999999994
Kyren Williams,LAR,Rushing Yards,30.0,-1600.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,36.0,0.057119505020636174,,,36.0
Christian McCaffrey,SF,Rushing Yards,80.0,170.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,-35.6,-0.9851567267590385,,,35.6
Davante Adams,LAR,Receiving Yards,60.0,105.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,25.9,-34.1,-0.9540094784876231,,,34.1
Kyren Williams,LAR,Rushing Yards,100.0,320.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,-34.0,-0.968167278357377,,,34.0
Jake Tonges,SF,Receiving Yards,30.0,120.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,rec_yards,63.2,33.2,1.1440907776123797,,,33.2
Puka Nacua,LAR,Receiving Yards,70.0,-350.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,37.0,-33.0,-0.9664191510891913,,,33.0
Blake Corum,LAR,Rushing Yards,70.0,750.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,-31.200000000000003,-0.8901696561593032,,,31.200000000000003
Brian Robinson,SF,Rushing Yards,10.0,-310.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,41.1,31.1,0.3051741959099736,,,31.1
Kendrick Bourne,SF,Receiving Yards,60.0,275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,-30.1,-0.8563202504808102,,,30.1
Blake Corum,LAR,Rushing Yards,10.0,-1400.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,28.799999999999997,0.05017545378608457,,,28.799999999999997
Jordan Whittington,LAR,Receiving Yards,50.0,700.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,23.3,-26.7,-0.534886702299024,,,26.7
Christian McCaffrey,SF,Receiving Yards,50.0,-150.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,23.9,-26.1,-0.8960736679873481,,,26.1
Brian Robinson,SF,Rushing Yards,15.0,-160.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,41.1,26.1,0.5743962065885645,,,26.1
Kyren Williams,LAR,Rushing Yards,40.0,-600.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,26.0,0.12974701453054846,,,26.0
Christian McCaffrey,SF,Rushing Yards,70.0,105.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,-25.6,-0.9308495679650982,,,25.6
Davante Adams,LAR,Receiving Yards,50.0,-150.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,25.9,-24.1,-0.8697551385570581,,,24.1
Kyren Williams,LAR,Rushing Yards,90.0,225.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,-24.0,-0.8594760685727935,,,24.0
Blake Corum,LAR,Rushing Yards,15.0,-550.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,23.799999999999997,0.1291499076489947,,,23.799999999999997
Jake Tonges,SF,Receiving Yards,40.0,225.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,rec_yards,63.2,23.200000000000003,1.969938546127883,,,23.200000000000003
Puka Nacua,LAR,Receiving Yards,60.0,-575.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,37.0,-23.0,-0.8966519688704879,,,23.0
Blake Corum,LAR,Rushing Yards,60.0,475.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,-21.200000000000003,-0.6263840031320733,,,21.200000000000003
Brian Robinson,SF,Rushing Yards,20.0,105.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,41.1,21.1,0.9149316053778788,,,21.1
Kendrick Bourne,SF,Receiving Yards,50.0,190.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,-20.1,-0.6562547534531034,,,20.1
Kendrick Bourne,SF,Receiving Yards,10.0,-1200.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,19.9,-0.04762234459450773,,,19.9
Blake Corum,LAR,Rushing Yards,20.0,-300.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,18.799999999999997,0.2137878426364162,,,18.799999999999997
Jordan Whittington,LAR,Receiving Yards,40.0,450.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,23.3,-16.7,-0.10370349625641062,,,16.7
Brian Robinson,SF,Rushing Yards,25.0,170.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,41.1,16.1,1.3623057737796946,,,16.1
Christian McCaffrey,SF,Receiving Yards,40.0,-275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,23.9,-16.1,-0.765721269115444,,,16.1
Kyren Williams,LAR,Rushing Yards,50.0,-300.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,16.0,0.16460139403525614,,,16.0
Christian McCaffrey,SF,Rushing Yards,60.0,-150.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,-15.600000000000001,-0.7790361386450366,,,15.600000000000001
Puka Nacua,LAR,Rushing Yards,15.0,325.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rush_yards,0.0,-15.0,-0.3965493600293123,,,15.0
Kendrick Bourne,SF,Receiving Yards,15.0,-600.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,14.899999999999999,-0.05545165097975005,,,14.899999999999999
Christian McCaffrey,SF,Rushing Yards,30.0,-1600.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,14.399999999999999,-0.09883058953998214,,,14.399999999999999
Davante Adams,LAR,Receiving Yards,40.0,-250.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,25.9,-14.100000000000001,-0.7151899873920184,,,14.100000000000001
Kyren Williams,LAR,Rushing Yards,80.0,150.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,-14.0,-0.6033618651713573,,,14.0
Matthew Stafford,LAR,Passing Yards,225.0,-140.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,QB,pass_yards,211.1,-13.900000000000006,-0.40748961340987566,,,13.900000000000006
Blake Corum,LAR,Rushing Yards,25.0,-190.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,13.799999999999997,0.27884403211319403,,,13.799999999999997
Jordan Whittington,LAR,Receiving Yards,10.0,-180.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,23.3,13.3,0.21799441420738724,,,13.3
Jake Tonges,SF,Receiving Yards,50.0,400.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,rec_yards,63.2,13.200000000000003,2.9063220492761532,,,13.200000000000003
Puka Nacua,LAR,Receiving Yards,50.0,-1200.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,37.0,-13.0,-0.7592580360727494,,,13.0
Blake Corum,LAR,Rushing Yards,50.0,275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,-11.200000000000003,-0.20554225531226245,,,11.200000000000003
Brian Robinson,SF,Rushing Yards,30.0,150.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,41.1,11.100000000000001,0.9651736759023357,,,11.100000000000001
Matthew Stafford,LAR,Passing Yards,200.0,-250.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,QB,pass_yards,211.1,11.099999999999994,-0.12579464472346402,,,11.099999999999994
Kendrick Bourne,SF,Receiving Yards,40.0,110.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,-10.100000000000001,-0.4199448999891071,,,10.100000000000001
Puka Nacua,LAR,Rushing Yards,10.0,200.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rush_yards,0.0,-10.0,-0.28742421391907025,,,10.0
Kendrick Bourne,SF,Receiving Yards,20.0,-350.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,9.899999999999999,-0.07449719649739589,,,9.899999999999999
Brian Robinson,SF,Rushing Yards,50.0,850.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,41.1,-8.899999999999999,1.4935726514008443,,,8.899999999999999
Blake Corum,LAR,Rushing Yards,30.0,-125.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,38.8,8.799999999999997,0.3233332967411636,,,8.799999999999997
Jordan Whittington,LAR,Receiving Yards,15.0,-110.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,23.3,8.3,0.3121342298412626,,,8.3
Christian McCaffrey,SF,Receptions,11.0,450.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,receptions,4.01,-6.99,-0.9999997916338054,,,6.99
Jordan Whittington,LAR,Receiving Yards,30.0,250.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,23.3,-6.699999999999999,0.21361481989976927,,,6.699999999999999
Kyren Williams,LAR,Receiving Yards,10.0,-115.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,16.2,6.199999999999999,0.20088626983875835,,,6.199999999999999
Christian McCaffrey,SF,Receiving Yards,30.0,-550.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,23.9,-6.100000000000001,-0.574706708108168,,,6.100000000000001
Kyren Williams,LAR,Rushing Yards,60.0,-175.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,6.0,0.046386674303732556,,,6.0
Christian McCaffrey,SF,Receptions,10.0,275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,receptions,4.01,-5.99,-0.9999923657017077,,,5.99
Davante Adams,LAR,Receiving Yards,20.0,-1400.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,25.9,5.899999999999999,-0.3188645323859956,,,5.899999999999999
Christian McCaffrey,SF,Rushing Yards,50.0,-275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,-5.600000000000001,-0.5301205567413512,,,5.600000000000001
Puka Nacua,LAR,Receptions,11.0,275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,5.47,-5.53,-0.9999606006816415,,,5.53
Demarcus Robinson,SF,Receptions,5.0,500.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,0.0,-5.0,-0.9996400406773065,,,5.0
Christian McCaffrey,SF,Receptions,9.0,180.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,receptions,4.01,-4.99,-0.9998266693563617,,,4.99
Kendrick Bourne,SF,Receiving Yards,25.0,-250.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,29.9,4.899999999999999,-0.1412166436882805,,,4.899999999999999
Davante Adams,LAR,Receptions,8.0,550.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,3.38,-4.62,-0.9987661660162841,,,4.62
Puka Nacua,LAR,Receptions,10.0,180.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,5.47,-4.53,-0.9993100171188884,,,4.53
Christian McCaffrey,SF,Rushing Yards,40.0,-600.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,44.4,4.399999999999999,-0.27276069425011545,,,4.399999999999999
Davante Adams,LAR,Receiving Yards,30.0,-475.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,25.9,-4.100000000000001,-0.5100888955596385,,,4.100000000000001
Demarcus Robinson,SF,Receptions,4.0,225.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,0.0,-4.0,-0.9966013244267241,,,4.0
Kyren Williams,LAR,Rushing Yards,70.0,-105.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rush_yards,66.0,-4.0,-0.24335772738011024,,,4.0
Christian McCaffrey,SF,Receptions,8.0,110.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,receptions,4.01,-3.99,-0.9977465871792924,,,3.99
Christian McCaffrey,SF,Receiving Yards,20.0,-1600.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,23.9,3.8999999999999986,-0.3723540994409366,,,3.8999999999999986
Kyren Williams,LAR,Receiving Yards,20.0,220.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,rec_yards,16.2,-3.8000000000000007,0.3169975917927007,,,3.8000000000000007
Jake Tonges,SF,Receptions,2.0,-500.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,receptions,5.63,3.63,0.19685998608759853,,,3.63
Davante Adams,LAR,Receptions,7.0,300.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,3.38,-3.62,-0.9892817500420501,,,3.62
Puka Nacua,LAR,Receptions,9.0,110.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,5.47,-3.5300000000000002,-0.9930491218087513,,,3.5300000000000002
Kendrick Bourne,SF,Receptions,7.0,675.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,3.56,-3.44,-0.9684525474957547,,,3.44
Jordan Whittington,LAR,Receiving Yards,20.0,140.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,rec_yards,23.3,3.3000000000000007,0.38469948309345015,,,3.3000000000000007
Demarcus Robinson,SF,Receptions,3.0,-105.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,0.0,-3.0,-0.9794841308255174,,,3.0
Christian McCaffrey,SF,Receptions,7.0,-160.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,receptions,4.01,-2.99,-0.9825733212147769,,,2.99
Jake Tonges,SF,Receptions,3.0,-165.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,TE,receptions,5.63,2.63,0.5714779315095382,,,2.63
Davante Adams,LAR,Receptions,6.0,170.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,3.38,-2.62,-0.9407831070457505,,,2.62
Puka Nacua,LAR,Receptions,8.0,-160.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,5.47,-2.5300000000000002,-0.9580455370385392,,,2.5300000000000002
Kendrick Bourne,SF,Receptions,6.0,350.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,3.56,-2.44,-0.8638105656320073,,,2.44
Matthew Stafford,LAR,Passing TDs,4.0,700.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,QB,pass_tds,1.72,-2.2800000000000002,-0.7527716912226801,,,2.2800000000000002
Demarcus Robinson,SF,Receptions,2.0,-300.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,0.0,-2.0,-0.917376129551505,,,2.0
Christian McCaffrey,SF,Receptions,6.0,-275.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,RB,receptions,4.01,-1.9900000000000002,-0.9142092477339966,,,1.9900000000000002
Jordan Whittington,LAR,Receptions,1.0,-425.0,,True,San Francisco 49ers @ Los Angeles Rams,Rams,49ers,1759450500000,Bovada,WR,receptions,2.89,1.8900000000000001,0.1451244632720497,,,1.8900000000000001
