event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,moneyline,Moneyline,G,,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,moneyline,Moneyline,G,,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,moneyline,Moneyline,G,,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,moneyline,Moneyline,G,,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,moneyline,Moneyline,G,,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,37.5,,,-430.0,290.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,38.5,,,-380.0,265.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,39.5,,,-340.0,240.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,40.5,,,-290.0,210.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,41.5,,,-250.0,185.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,42.5,,,-220.0,165.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,43.5,,,-185.0,140.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,44.5,,,-165.0,125.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,45.5,,,-145.0,110.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,46.0,,,-135.0,105.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,46.5,,,-130.0,,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,47.0,,,-125.0,-105.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,48.0,,,-110.0,-120.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,48.5,,,,-130.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,49.0,,,105.0,-135.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,49.5,,,110.0,-145.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,50.5,,,125.0,-165.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,51.5,,,145.0,-190.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,52.5,,,155.0,-210.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,53.5,,,175.0,-240.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,54.5,,,200.0,-275.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,55.5,,,225.0,-310.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,56.5,,,245.0,-350.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points,G,,57.5,,,280.0,-410.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points - Miami Dolphins,G,,24.5,,,-105.0,-125.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points - Washington Commanders,G,,22.5,,,-120.0,-110.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points - Miami Dolphins,G,,12.5,,,-130.0,,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points - Washington Commanders,G,,10.5,,,105.0,-135.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points - Miami Dolphins,G,,6.5,,,-105.0,-125.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,alt_total,Total Points - Washington Commanders,G,,3.5,,,115.0,-150.0,True
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 41.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 41.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 41.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 41.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 47.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 47.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 47.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 47.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 53.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 53.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 53.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -2.5 and O/U 53.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 41.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 41.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 41.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 41.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 47.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 47.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 47.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 47.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 53.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 53.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 53.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread -5.5 and O/U 53.5 Points,G,away,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread 1.5 and O/U 41.5 Points,G,home,,,,,,False
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,spread_total_combo,Point Spread 1.5 and O/U 41.5 Points,G,away,,,,,,False
