player,team,market,line,over_price,under_price,is_ladder,event,home_team,away_team,game_time,book,position,market_key,proj,edge,over_ev,under_ev,note,rank_score
Luther Burden III,CHI,Anytime TD,,290.0,,False,,Bears,Rams,1768779000000,Bovada,WR,,,,,,unsupported_market,0.0
Konata Mumpfield,LAR,Anytime TD,,1100.0,,False,,Bears,Rams,1768779000000,Bovada,WR,,,,,,unsupported_market,0.0
New England Patriots Def/ST,NE,Anytime TD,,460.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Olamide Zaccheaus (CHI) - 1Q,,Anytime TD,,6500.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Olamide Zaccheaus (CHI) - 1H,,Anytime TD,,1500.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Olamide Zaccheaus,CHI,Anytime TD,,725.0,,False,,Bears,Rams,1768779000000,Bovada,WR,,,,,,unsupported_market,0.0
Nick Kallerup,SEA,Anytime TD,,2200.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Nick Chubb (HOU) - 1Q,,Anytime TD,,4000.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Nick Chubb (HOU) - 1H,,Anytime TD,,1600.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Nick Chubb,HOU,Anytime TD,,1000.0,,False,,Patriots,Texans,1768766400000,Bovada,RB,,,,,,unsupported_market,0.0
New England Patriots Def/ST (NE) - 1Q,,Anytime TD,,4000.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
New England Patriots Def/ST (NE) - 1H,,Anytime TD,,1800.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Nate Adkins (DEN) - 1Q,,Anytime TD,,10000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Luther Burden III (CHI) - 1H,,Anytime TD,,550.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Nate Adkins (DEN) - 1H,,Anytime TD,,3500.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Nate Adkins,DEN,Anytime TD,,2000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Matthew Stafford,LAR,Passing Yards,,-245.0,,False,,Bears,Rams,1768779000000,Bovada,QB,,,,,,unsupported_market,0.0
Matthew Stafford,LAR,Interceptions,0.5,-120.0,-110.0,False,,Bears,Rams,1768779000000,Bovada,QB,,,,,,unsupported_market,0.0
Matthew Stafford,LAR,Anytime TD,,1900.0,,False,,Bears,Rams,1768779000000,Bovada,QB,,,,,,unsupported_market,0.0
Marvin Mims Jr. (DEN) - 1Q,,Anytime TD,,3500.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Marvin Mims Jr. (DEN) - 1H,,Anytime TD,,1200.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Marvin Mims Jr.,DEN,Anytime TD,,625.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Luther Burden III (CHI) - 1Q,,Anytime TD,,1200.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Konata Mumpfield (LAR) - 1H,,Anytime TD,,3500.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Khalil Shakir (BUF) - 1Q,,Anytime TD,,1000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Jawhar Jordan (HOU) - 1H,,Anytime TD,,1600.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Jaylin Noel,HOU,Anytime TD,,900.0,,False,,Patriots,Texans,1768766400000,Bovada,WR,,,,,,unsupported_market,0.0
Josh Allen (BUF) - 1H,,Anytime TD,,240.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Josh Allen & Denver Broncos,,Anytime TD,,320.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Josh Allen & Buffalo Bills,,Anytime TD,,400.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Josh Allen,BUF,Passing Yards,,-140.0,,False,,Broncos,Bills,1768685400000,Bovada,QB,,,,,,unsupported_market,0.0
Josh Allen,BUF,Interceptions,0.5,-110.0,-120.0,False,,Broncos,Bills,1768685400000,Bovada,QB,,,,,,unsupported_market,0.0
Josh Allen,BUF,Anytime TD,,-114.0,,False,,Broncos,Bills,1768685400000,Bovada,QB,,,,,,unsupported_market,0.0
Jordan Whittington (LAR) - 1H,,Anytime TD,,3500.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Jaylin Noel (HOU) - 1Q,,Anytime TD,,5000.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Jaylin Noel (HOU) - 1H,,Anytime TD,,1700.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Jayden Higgins (HOU) - 1Q,,Anytime TD,,1200.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Justin Watson (HOU) - 1H,,Anytime TD,,1700.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Jayden Higgins (HOU) - 1H,,Anytime TD,,550.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Jayden Higgins & New England Patriots,,Anytime TD,,600.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Jayden Higgins & Houston Texans,,Anytime TD,,650.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Jayden Higgins,HOU,Anytime TD,,270.0,,False,,Patriots,Texans,1768766400000,Bovada,WR,,,,,,unsupported_market,0.0
Jaxon Smith-Njigba (SEA) - 1Q,,Anytime TD,,500.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Jaxon Smith-Njigba (SEA) - 1H,,Anytime TD,,200.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Jaxon Smith-Njigba & Seattle Seahawks,,Anytime TD,,110.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Jaxon Smith-Njigba & San Francisco 49ers,,Anytime TD,,850.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Jaxon Smith-Njigba,SEA,Anytime TD,,-114.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Josh Allen (BUF) - 1Q,,Anytime TD,,600.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Justin Watson (HOU) - 1Q,,Anytime TD,,5000.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Khalil Shakir (BUF) - 1H,,Anytime TD,,450.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Kenneth Walker (SEA) - 1H,,Anytime TD,,250.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Khalil Shakir & Denver Broncos,,Anytime TD,,400.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Khalil Shakir & Buffalo Bills,,Anytime TD,,400.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Khalil Shakir,BUF,Anytime TD,,225.0,,False,,Broncos,Bills,1768685400000,Bovada,WR,,,,,,unsupported_market,0.0
Keon Coleman (BUF) - 1Q,,Anytime TD,,4000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Keon Coleman (BUF) - 1H,,Anytime TD,,1400.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Keon Coleman,BUF,Anytime TD,,725.0,,False,,Broncos,Bills,1768685400000,Bovada,WR,,,,,,unsupported_market,0.0
Kenneth Walker III & Seattle Seahawks,,Anytime TD,,130.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Kenneth Walker III & San Francisco 49ers,,Anytime TD,,850.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Kenneth Walker (SEA) - 1Q,,Anytime TD,,600.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Kenneth Walker,SEA,Receiving Yards,69.5,-115.0,-115.0,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Kayshon Boutte,NE,Anytime TD,,350.0,,False,,Patriots,Texans,1768766400000,Bovada,WR,,,,,,unsupported_market,0.0
Kenneth Walker,SEA,Anytime TD,,105.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Kendrick Bourne (SF) - 1Q,,Anytime TD,,8000.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Kendrick Bourne (SF) - 1H,,Anytime TD,,2000.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Kendrick Bourne,SF,Anytime TD,,1000.0,,False,,Seahawks,49ers,1768698000000,Bovada,WR,,,,,,unsupported_market,0.0
Keleki Latu,BUF,Anytime TD,,3300.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Kayshon Boutte (NE) - 1Q,,Anytime TD,,1500.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Kayshon Boutte (NE) - 1H,,Anytime TD,,700.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Kayshon Boutte & New England Patriots,,Anytime TD,,600.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Kayshon Boutte & Houston Texans,,Anytime TD,,1050.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Pat Bryant,DEN,Anytime TD,,330.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Pat Bryant & Buffalo Bills,,Anytime TD,,800.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Pat Bryant & Denver Broncos,,Anytime TD,,600.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
TreVeyon Henderson (NE) - 1H,,Anytime TD,,430.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Ty Johnson (BUF) - 1Q,,Anytime TD,,7000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Ty Johnson (BUF) - 1H,,Anytime TD,,1600.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
TuTu Atwell,LAR,Anytime TD,,1600.0,,False,,Bears,Rams,1768779000000,Bovada,WR,,,,,,unsupported_market,0.0
Troy Franklin (DEN) - 1Q,,Anytime TD,,1300.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Troy Franklin (DEN) - 1H,,Anytime TD,,600.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Troy Franklin & Denver Broncos,,Anytime TD,,600.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Troy Franklin & Buffalo Bills,,Anytime TD,,750.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Troy Franklin,DEN,Anytime TD,,320.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
TreVeyon Henderson (NE) - 1Q,,Anytime TD,,1000.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
TreVeyon Henderson & New England Patriots,,Anytime TD,,320.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Tyler Badie (DEN) - 1H,,Anytime TD,,2000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
TreVeyon Henderson & Houston Texans,,Anytime TD,,700.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
TreVeyon Henderson,NE,Receiving Yards,49.5,-115.0,-115.0,False,,Patriots,Texans,1768766400000,Bovada,RB,,,,,,unsupported_market,0.0
TreVeyon Henderson,NE,Anytime TD,,215.0,,False,,Patriots,Texans,1768766400000,Bovada,RB,,,,,,unsupported_market,0.0
Travis Homer,CHI,Anytime TD,,2800.0,,False,,Bears,Rams,1768779000000,Bovada,RB,,,,,,unsupported_market,0.0
Terrance Ferguson (LAR) - 1Q,,Anytime TD,,10000.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Terrance Ferguson (LAR) - 1H,,Anytime TD,,2200.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Terrance Ferguson,LAR,Anytime TD,,600.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Stefon Diggs (NE) - 1Q,,Anytime TD,,850.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Stefon Diggs (NE) - 1H,,Anytime TD,,410.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Tyler Badie,DEN,Anytime TD,,1100.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Tyler Badie (DEN) - 1Q,,Anytime TD,,6000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Pat Bryant (DEN) - 1H,,Anytime TD,,650.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Xavier Hutchinson,HOU,Anytime TD,,440.0,,False,,Patriots,Texans,1768766400000,Bovada,WR,,,,,,unsupported_market,0.0
Zach Charbonnet (SEA) - 1H,,Anytime TD,,210.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Zach Charbonnet & Seattle Seahawks,,Anytime TD,,,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Zach Charbonnet & San Francisco 49ers,,Anytime TD,,800.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Zach Charbonnet,SEA,Receiving Yards,60.5,-115.0,-115.0,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Zach Charbonnet,SEA,Anytime TD,,-132.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Xavier Smith (LAR) - 1H,,Anytime TD,,2700.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Xavier Smith,LAR,Anytime TD,,900.0,,False,,Bears,Rams,1768779000000,Bovada,WR,,,,,,unsupported_market,0.0
Xavier Hutchinson (HOU) - 1Q,,Anytime TD,,1900.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Xavier Hutchinson (HOU) - 1H,,Anytime TD,,900.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Woody Marks (HOU) - 1Q,,Anytime TD,,800.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Tyler Higbee,LAR,Anytime TD,,290.0,,False,,Bears,Rams,1768779000000,Bovada,TE,,,,,,unsupported_market,0.0
Woody Marks (HOU) - 1H,,Anytime TD,,330.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Woody Marks & New England Patriots,,Anytime TD,,350.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Woody Marks & Houston Texans,,Anytime TD,,360.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Woody Marks,HOU,Anytime TD,,155.0,,False,,Patriots,Texans,1768766400000,Bovada,RB,,,,,,unsupported_market,0.0
Tyrell Shavers (BUF) - 1Q,,Anytime TD,,6000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Tyrell Shavers (BUF) - 1H,,Anytime TD,,1700.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Tyrell Shavers,BUF,Anytime TD,,1100.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Tyler Higbee (LAR) - 1Q,,Anytime TD,,1100.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Tyler Higbee (LAR) - 1H,,Anytime TD,,500.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Stefon Diggs & New England Patriots,,Anytime TD,,340.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Stefon Diggs & Houston Texans,,Anytime TD,,700.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Stefon Diggs,NE,Anytime TD,,205.0,,False,,Patriots,Texans,1768766400000,Bovada,WR,,,,,,unsupported_market,0.0
Reggie Gilliam,BUF,Anytime TD,,2800.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Ricky Pearsall & Seattle Seahawks,,Anytime TD,,400.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Ricky Pearsall & San Francisco 49ers,,Anytime TD,,900.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Ricky Pearsall,SF,Anytime TD,,330.0,,False,,Seahawks,49ers,1768698000000,Bovada,WR,,,,,,unsupported_market,0.0
Rhamondre Stevenson (NE) - 1Q,,Anytime TD,,900.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Rhamondre Stevenson (NE) - 1H,,Anytime TD,,420.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Rhamondre Stevenson & New England Patriots,,Anytime TD,,320.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Rhamondre Stevenson & Houston Texans,,Anytime TD,,700.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Rhamondre Stevenson,NE,Receiving Yards,59.5,-115.0,-115.0,False,,Patriots,Texans,1768766400000,Bovada,RB,,,,,,unsupported_market,0.0
Rhamondre Stevenson,NE,Anytime TD,,185.0,,False,,Patriots,Texans,1768766400000,Bovada,RB,,,,,,unsupported_market,0.0
Ray Davis (BUF) - 1Q,,Anytime TD,,7000.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Skyy Moore,SF,Anytime TD,,2800.0,,False,,Seahawks,49ers,1768698000000,Bovada,WR,,,,,,unsupported_market,0.0
Ray Davis (BUF) - 1H,,Anytime TD,,1600.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Ray Davis,BUF,Anytime TD,,700.0,,False,,Broncos,Bills,1768685400000,Bovada,RB,,,,,,unsupported_market,0.0
Rashid Shaheed (SEA) - 1Q,,Anytime TD,,1600.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Rashid Shaheed (SEA) - 1H,,Anytime TD,,650.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Rashid Shaheed,SEA,Anytime TD,,330.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Puka Nacua (LAR) - 1Q,,Anytime TD,,460.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Puka Nacua (LAR) - 1H,,Anytime TD,,155.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Puka Nacua,LAR,Anytime TD,,-122.0,,False,,Bears,Rams,1768779000000,Bovada,WR,,,,,,unsupported_market,0.0
Pat Bryant (DEN) - 1Q,,Anytime TD,,1400.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Ricky Pearsall (SF) - 1H,,Anytime TD,,600.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Ricky Pearsall (SF) - 1Q,,Anytime TD,,1400.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
RJ Harvey,DEN,Anytime TD,,-132.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
RJ Harvey,DEN,Receiving Yards,72.5,-115.0,-115.0,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Seattle Seahawks Def/ST,SEA,Anytime TD,,420.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
SEA Seahawks D/ST - 1Q,,Anytime TD,,3000.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
SEA Seahawks D/ST - 1H,,Anytime TD,,1200.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
San Francisco Defense - 1Q,,Anytime TD,,4000.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
San Francisco Defense - 1H,,Anytime TD,,1800.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Sam Darnold (SEA) - 1Q,,Anytime TD,,3000.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Sam Darnold (SEA) - 1H,,Anytime TD,,1300.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Sam Darnold,SEA,Passing Yards,,-135.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Sam Darnold,SEA,Interceptions,0.5,-130.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Sam Darnold,SEA,Anytime TD,,700.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Ronnie Rivers,LAR,Anytime TD,,3300.0,,False,,Bears,Rams,1768779000000,Bovada,RB,,,,,,unsupported_market,0.0
Rome Odunze (CHI) - 1Q,,Anytime TD,,1100.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Rome Odunze (CHI) - 1H,,Anytime TD,,500.0,,False,,Bears,Rams,1768779000000,Bovada,,,,,,,unsupported_market,0.0
Rome Odunze,CHI,Anytime TD,,240.0,,False,,Bears,Rams,1768779000000,Bovada,WR,,,,,,unsupported_market,0.0
Robbie Ouzts,SEA,Anytime TD,,2800.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
RJ Harvey (DEN) - 1Q,,Anytime TD,,460.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
RJ Harvey (DEN) - 1H,,Anytime TD,,185.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
RJ Harvey & Denver Broncos,,Anytime TD,,180.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
RJ Harvey & Buffalo Bills,,Anytime TD,,260.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Jawhar Jordan (HOU) - 1Q,,Anytime TD,,4000.0,,False,,Patriots,Texans,1768766400000,Bovada,,,,,,,unsupported_market,0.0
Jauan Jennings (SF) - 1Q,,Anytime TD,,1000.0,,False,,Seahawks,49ers,1768698000000,Bovada,,,,,,,unsupported_market,0.0
Adam Prentice (DEN) - 1H,,Anytime TD,,3300.0,,False,,Broncos,Bills,1768685400000,Bovada,,,,,,,unsupported_market,0.0
Christian Kirk,HOU,Anytime TD,,225.0,,False,,Patriots,Texans,1768766400000,Bovada,WR,,,,,,unsupported_market,0.0
