date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-10-12,New York Jets,59.540000000000006,15.3478637,100.0,rain,,open,artificial,
2025-10-12,Baltimore Ravens,62.78,13.3594765,100.0,rain,,open,grass,
2025-10-12,Carolina Panthers,63.68,16.3420573,100.0,rain,,open,grass,
2025-10-12,Indianapolis Colts,58.82,7.1457665,0.0,none,,retractable,artificial,
2025-10-12,Jacksonville Jaguars,68.0,11.246815100000001,100.0,rain,,open,grass,
2025-10-12,Miami Dolphins,74.84,5.9651616,100.0,rain,,open,grass,
2025-10-12,New Orleans Saints,73.75999999999999,7.7050004,0.0,none,,fixed,artificial,
2025-10-12,Pittsburgh Steelers,58.1,8.512782699999999,100.0,rain,,open,grass,
2025-10-12,Las Vegas Raiders,70.34,12.8623797,0.0,none,,fixed,grass,
2025-10-12,Green Bay Packers,55.22,11.122540899999999,0.0,none,,open,grass,
2025-10-12,Tampa Bay Buccaneers,72.5,10.501169899999999,0.0,none,,open,grass,
2025-10-12,Kansas City Chiefs,68.54,13.1109281,0.0,none,,open,grass,
