player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Tahj Brooks,CIN,Anytime TD,,1900.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Dalton Kincaid,BUF,Anytime TD,,190.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Brandin Cooks,BUF,Anytime TD,,1300.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Noah Fant,CIN,Anytime TD,,900.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Joe Burrow,CIN,Anytime TD,,725.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Tyrell Shavers,BUF,Anytime TD,,800.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Ray Davis,BUF,Anytime TD,,625.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Gabe Davis,BUF,Anytime TD,,420.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Keon Coleman,BUF,Anytime TD,,420.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Khalil Shakir,BUF,Anytime TD,,290.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Mike Gesicki,CIN,Anytime TD,,460.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Tee Higgins,CIN,Anytime TD,,175.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Samaje Perine,CIN,Anytime TD,,330.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Ty Johnson,BUF,Anytime TD,,700.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Cincinnati Bengals Def/ST,CIN,Anytime TD,,525.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Buffalo Bills Def/ST,BUF,Anytime TD,,500.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Andrei Iosivas,CIN,Anytime TD,,400.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Tanner Hudson,CIN,Anytime TD,,900.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Dawson Knox,BUF,Anytime TD,,310.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Drew Sample,CIN,Anytime TD,,725.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Mitchell Tinsley,CIN,Anytime TD,,1100.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Charlie Jones,CIN,Anytime TD,,2000.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Ja'Marr Chase,CIN,Anytime TD,,-117.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Chase Brown,CIN,Anytime TD,,125.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
James Cook,BUF,Anytime TD,,-210.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Josh Allen,BUF,Anytime TD,,-176.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Jackson Hawes,BUF,Anytime TD,,725.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Reggie Gilliam,BUF,Anytime TD,,2800.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
James Cook & Buffalo Bills,,Anytime TD,,425.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
James Cook & Cincinnati Bengals,,Anytime TD,,1800.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Josh Allen & Buffalo Bills,,Anytime TD,,550.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Josh Allen & Cincinnati Bengals,,Anytime TD,,2500.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Ja'Marr Chase & Buffalo Bills,,Anytime TD,,1200.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Ja'Marr Chase & Cincinnati Bengals,,Anytime TD,,2500.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Chase Brown & Buffalo Bills,,Anytime TD,,1200.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Chase Brown & Cincinnati Bengals,,Anytime TD,,1400.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Tee Higgins & Buffalo Bills,,Anytime TD,,2000.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Tee Higgins & Cincinnati Bengals,,Anytime TD,,2500.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Dalton Kincaid & Buffalo Bills,,Anytime TD,,2200.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Dalton Kincaid & Cincinnati Bengals,,Anytime TD,,5000.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Khalil Shakir & Buffalo Bills,,Anytime TD,,1600.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Khalil Shakir & Cincinnati Bengals,,Anytime TD,,5000.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Dawson Knox & Buffalo Bills,,Anytime TD,,2200.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Dawson Knox & Cincinnati Bengals,,Anytime TD,,5000.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Keon Coleman & Buffalo Bills,,Anytime TD,,2500.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Keon Coleman & Cincinnati Bengals,,Anytime TD,,5000.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Samaje Perine & Buffalo Bills,,Anytime TD,,4000.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Samaje Perine & Cincinnati Bengals,,Anytime TD,,5000.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Joe Burrow,CIN,Passing TDs,1.5,-170.0,130.0,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Josh Allen,BUF,Passing TDs,1.5,-130.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Joe Burrow,CIN,Passing TDs,1.0,-800.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,True
Joe Burrow,CIN,Passing TDs,2.0,-150.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,True
Joe Burrow,CIN,Passing TDs,3.0,250.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,True
Joe Burrow,CIN,Passing TDs,4.0,800.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,True
Josh Allen,BUF,Passing TDs,1.0,-800.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,True
Josh Allen,BUF,Passing TDs,2.0,-150.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,True
Josh Allen,BUF,Passing TDs,3.0,300.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,True
Josh Allen,BUF,Passing TDs,4.0,900.0,,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,True
Joe Burrow,CIN,Passing Attempts,35.5,-115.0,-115.0,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Josh Allen,BUF,Passing Attempts,27.5,-180.0,135.0,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Joe Burrow,CIN,Interceptions,0.5,-110.0,-120.0,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Josh Allen,BUF,Interceptions,0.5,-110.0,-120.0,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Joe Burrow,CIN,Passing Yards,252.5,-125.0,-105.0,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
Josh Allen,BUF,Passing Yards,233.5,-115.0,-115.0,Bovada,Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,False
