event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,moneyline,Moneyline,G,,,,,,,False
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,moneyline,Moneyline,G,,,,,,,False
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,moneyline,Moneyline,G,,,,,,,False
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,moneyline,Moneyline,G,,,,,,,False
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,moneyline,Moneyline,G,,,,,,,False
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,35.5,,,-500.0,330.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,36.5,,,-410.0,280.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,37.5,,,-330.0,235.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,38.5,,,-300.0,215.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,39.5,,,-260.0,190.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,40.5,,,-220.0,165.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,41.5,,,-190.0,145.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,42.5,,,-170.0,130.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,43.5,,,-150.0,115.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,44.0,,,-135.0,105.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,44.5,,,-130.0,,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,45.0,,,-120.0,-110.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,45.5,,,-115.0,-115.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,46.5,,,-105.0,-125.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,47.0,,,105.0,-135.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,47.5,,,110.0,-145.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,48.5,,,125.0,-165.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,49.5,,,140.0,-185.0,True
Cleveland Browns @ Cincinnati Bengals,1767549600000,Bengals,Browns,alt_total,Total Points,G,,50.5,,,155.0,-210.0,True
