player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Britain Covey,PHI,Anytime TD,,1700.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Jalen Hurts,PHI,Anytime TD,,-114.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Dallas Goedert,PHI,Anytime TD,,190.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Jahan Dotson,PHI,Anytime TD,,725.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Olamide Zaccheaus,CHI,Anytime TD,,1100.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Kylen Granson,PHI,Anytime TD,,2800.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
DJ Moore,CHI,Anytime TD,,400.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Cole Kmet,CHI,Anytime TD,,900.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Will Shipley,PHI,Anytime TD,,1800.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Devin Duvernay,CHI,Anytime TD,,2200.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Durham Smythe,CHI,Anytime TD,,2500.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Luther Burden III,CHI,Anytime TD,,440.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Saquon Barkley,PHI,Anytime TD,,-122.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Kyle Monangai,CHI,Anytime TD,,250.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Caleb Williams,CHI,Anytime TD,,440.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Colston Loveland,CHI,Anytime TD,,400.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
A.J. Brown,PHI,Anytime TD,,140.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Rome Odunze,CHI,Anytime TD,,245.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Darius Cooper,PHI,Anytime TD,,2500.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Grant Calcaterra,PHI,Anytime TD,,1100.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Tank Bigsby,PHI,Anytime TD,,900.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
D'Andre Swift,CHI,Anytime TD,,210.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Cameron Latu,PHI,Anytime TD,,4000.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
DeVonta Smith,PHI,Anytime TD,,190.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Jahdae Walker,CHI,Anytime TD,,2500.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
Chicago Bears Def/ST,CHI,Anytime TD,,700.0,,Bovada,Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,False
