event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,moneyline,Moneyline,G,,,,,,,False
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,moneyline,Moneyline,G,,,,,,,False
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,moneyline,Moneyline,G,,,,,,,False
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,moneyline,Moneyline,G,,,,,,,False
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,moneyline,Moneyline,G,,,,,,,False
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,35.5,,,-460.0,310.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,36.5,,,-380.0,265.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,37.5,,,-310.0,225.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,38.5,,,-280.0,205.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,39.5,,,-245.0,180.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,40.5,,,-210.0,155.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,41.5,,,-180.0,135.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,42.5,,,-165.0,125.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,43.0,,,-150.0,115.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,43.5,,,-135.0,105.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,44.0,,,-130.0,,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,44.5,,,-120.0,-110.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,45.5,,,-110.0,-120.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,46.0,,,-105.0,-125.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,46.5,,,,-130.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,47.0,,,110.0,-145.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,47.5,,,120.0,-160.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,48.5,,,130.0,-170.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,49.5,,,145.0,-190.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,50.5,,,165.0,-220.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,51.5,,,190.0,-260.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,52.5,,,210.0,-290.0,True
Atlanta Falcons @ New England Patriots,1762106400000,Patriots,Falcons,alt_total,Total Points,G,,53.5,,,235.0,-330.0,True
