event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate,price,threshold,range_low,range_high,range_type,total_line,spread_line,total_side,winner,combo,ht_result,ft_result,tie,side,ev_units,edge_pts
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points,G,,23.5,,,-130.0,,True,,,,,,,,,,,,,,Under,,-30.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points,G,,24.5,,,105.0,-135.0,True,,,,,,,,,,,,,,Over,1.0462463436520029,29.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points,G,,24.5,,,105.0,-135.0,True,,,,,,,,,,,,,,Under,-0.9968126133991716,-29.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points,G,,25.5,,,105.0,-135.0,True,,,,,,,,,,,,,,Over,1.0448567707171066,28.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points,G,,25.5,,,105.0,-135.0,True,,,,,,,,,,,,,,Under,-0.9956326689016082,-28.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points,G,,26.0,,,110.0,-145.0,True,,,,,,,,,,,,,,Over,1.0938540654106501,27.55889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points,G,,26.0,,,110.0,-145.0,True,,,,,,,,,,,,,,Under,-0.9950549951579943,-27.55889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points - Chicago Bears,G,,10.5,,,-105.0,-125.0,True,,,,,,,,,,,,,,Over,0.9523647167882477,43.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points - Chicago Bears,G,,10.5,,,-105.0,-125.0,True,,,,,,,,,,,,,,Under,-0.9999850315755066,-43.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points - Los Angeles Rams,G,,13.5,,,-115.0,-115.0,True,,,,,,,,,,,,,,Over,0.8695074623655251,40.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points - Los Angeles Rams,G,,13.5,,,-115.0,-115.0,True,,,,,,,,,,,,,,Under,-0.9999422449742209,-40.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points - Chicago Bears,G,,3.5,,,105.0,-135.0,True,,,,,,,,,,,,,,Over,1.0499994300532778,50.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points - Chicago Bears,G,,3.5,,,105.0,-135.0,True,,,,,,,,,,,,,,Under,-0.9999995160344004,-50.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points - Los Angeles Rams,G,,6.5,,,-110.0,-120.0,True,,,,,,,,,,,,,,Over,0.9090884963721486,47.05889819428282
Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,alt_total,Total Points - Los Angeles Rams,G,,6.5,,,-110.0,-120.0,True,,,,,,,,,,,,,,Under,-0.9999976830240475,-47.05889819428282
