player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Austin Hooper,NE,Anytime TD,,725.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Austin Hooper (NE) - 1H,,Anytime TD,,1400.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Austin Hooper (NE) - 1Q,,Anytime TD,,5000.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Blake Corum,LAR,Anytime TD,,220.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Blake Corum & Chicago Bears,,Anytime TD,,900.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Blake Corum & Los Angeles Rams,,Anytime TD,,350.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Blake Corum (LAR) - 1H,,Anytime TD,,500.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Blake Corum (LAR) - 1Q,,Anytime TD,,1300.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Braxton Berrios,HOU,Anytime TD,,2800.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Braxton Berrios (HOU) - 1H,,Anytime TD,,1700.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Braxton Berrios (HOU) - 1Q,,Anytime TD,,5000.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
British Brooks,HOU,Anytime TD,,3300.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
British Brooks (HOU) - 1Q,,Anytime TD,,12500.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
C.J. Stroud,HOU,Anytime TD,,900.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
C.J. Stroud (HOU) - 1H,,Anytime TD,,1300.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
C.J. Stroud (HOU) - 1Q,,Anytime TD,,3000.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
CHI Bears D/ST,,Anytime TD,,600.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
CHI Bears D/ST - 1H,,Anytime TD,,1600.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
CHI Bears D/ST - 1Q,,Anytime TD,,3500.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Cade Stover,HOU,Anytime TD,,800.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Cade Stover (HOU) - 1H,,Anytime TD,,1200.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Cade Stover (HOU) - 1Q,,Anytime TD,,3500.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Caleb Williams,CHI,Anytime TD,,310.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Caleb Williams (CHI) - 1H,,Anytime TD,,650.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Caleb Williams (CHI) - 1Q,,Anytime TD,,1400.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Christian Kirk,HOU,Anytime TD,,290.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Christian Kirk & Houston Texans,,Anytime TD,,550.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Christian Kirk & New England Patriots,,Anytime TD,,500.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Christian Kirk (HOU) - 1H,,Anytime TD,,500.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Christian Kirk (HOU) - 1Q,,Anytime TD,,1100.0,,Bovada,Houston Texans @ New England Patriots,1768767000000,Patriots,Texans,False
Colby Parkinson,LAR,Anytime TD,,230.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Colby Parkinson & Chicago Bears,,Anytime TD,,600.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Colby Parkinson & Los Angeles Rams,,Anytime TD,,310.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Colby Parkinson (LAR) - 1H,,Anytime TD,,460.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Colby Parkinson (LAR) - 1Q,,Anytime TD,,1100.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Cole Kmet,CHI,Anytime TD,,525.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Cole Kmet (CHI) - 1H,,Anytime TD,,1000.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
Cole Kmet (CHI) - 1Q,,Anytime TD,,2200.0,,Bovada,Los Angeles Rams @ Chicago Bears,1768779000000,Bears,Rams,False
