player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
David Sills,ATL,Anytime TD,,625.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Casey Washington,ATL,Anytime TD,,2000.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Dylan Drummond,ATL,Anytime TD,,1400.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Pharaoh Brown,ARI,Anytime TD,,1900.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Xavier Weaver,ARI,Anytime TD,,625.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Deven Thompkins,ATL,Anytime TD,,2500.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Feleipe Franks,ATL,Anytime TD,,3300.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Josiah Deguara,ARI,Anytime TD,,1300.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Teagan Quitoriano,ATL,Anytime TD,,2800.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Charlie Woerner,ATL,Anytime TD,,1100.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Tyler Allgeier,ATL,Anytime TD,,150.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Kyle Pitts,ATL,Anytime TD,,185.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Jacoby Brissett,ARI,Anytime TD,,525.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Trey McBride,ARI,Anytime TD,,115.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Bijan Robinson,ATL,Anytime TD,,-210.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Michael Wilson,ARI,Anytime TD,,160.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Arizona Cardinals Def/ST,ARI,Anytime TD,,525.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Atlanta Falcons Def/ST,ATL,Anytime TD,,460.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Drake London,ATL,Anytime TD,,130.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Kirk Cousins,ATL,Anytime TD,,1700.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Michael Carter,ARI,Anytime TD,,110.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Emari Demercado,ARI,Anytime TD,,390.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Elijah Higgins,ARI,Anytime TD,,700.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Nathan Carter,ATL,Anytime TD,,5000.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Darnell Mooney,ATL,Anytime TD,,390.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Malik Heath,ATL,Anytime TD,,1500.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Steven Sims,ARI,Anytime TD,,2000.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Marvin Harrison Jr.,ARI,Anytime TD,,230.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Corey Kiner,ARI,Anytime TD,,1000.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Jalen Brooks,ARI,Anytime TD,,625.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Bijan Robinson (ATL) - 1H,,Anytime TD,,120.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Trey McBride (ARI) - 1H,,Anytime TD,,250.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Kyle Pitts (ATL) - 1H,,Anytime TD,,280.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Drake London (ATL) - 1H,,Anytime TD,,280.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Michael Carter (ARI) - 1H,,Anytime TD,,290.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Michael Wilson (ARI) - 1H,,Anytime TD,,310.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Tyler Allgeier (ATL) - 1H,,Anytime TD,,310.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Marvin Harrison Jr. (ARI) - 1H,,Anytime TD,,310.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Darnell Mooney (ATL) - 1H,,Anytime TD,,550.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Emari Demercado (ARI) - 1H,,Anytime TD,,600.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Xavier Weaver (ARI) - 1H,,Anytime TD,,600.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Jalen Brooks (ARI) - 1H,,Anytime TD,,600.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
David Sills (ATL) - 1H,,Anytime TD,,650.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Dylan Drummond (ATL) - 1H,,Anytime TD,,750.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Elijah Higgins (ARI) - 1H,,Anytime TD,,800.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Jacoby Brissett (ARI) - 1H,,Anytime TD,,900.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Malik Heath (ATL) - 1H,,Anytime TD,,1400.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Corey Kiner (ARI) - 1H,,Anytime TD,,1500.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Charlie Woerner (ATL) - 1H,,Anytime TD,,1600.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Arizona Def/ST (ARI) - 1H,,Anytime TD,,1700.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Atlanta D/ST - 1H,,Anytime TD,,1700.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Josiah Deguara (ARI) - 1H,,Anytime TD,,1700.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Pharaoh Brown (ARI) - 1H,,Anytime TD,,1700.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Kirk Cousins (ATL) - 1H,,Anytime TD,,2200.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Khadarel Hodge (ATL) - 1H,,Anytime TD,,3000.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Casey Washington (ATL) - 1H,,Anytime TD,,3000.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Jamal Agnew (ATL) - 1H,,Anytime TD,,3000.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Deven Thompkins (ATL) - 1H,,Anytime TD,,3000.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Bijan Robinson (ATL) - 1Q,,Anytime TD,,340.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Trey McBride (ARI) - 1Q,,Anytime TD,,700.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
Kyle Pitts (ATL) - 1Q,,Anytime TD,,700.0,,Bovada,Atlanta Falcons @ Arizona Cardinals,1766351100000,Cardinals,Falcons,False
