date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2026-01-04,Atlanta Falcons,57.2,4.6,0.0,none,Clear,retractable,artificial,
2026-01-04,Buffalo Bills,26.6,11.5,27.0,snow,Overcast,open,grass,
2026-01-04,Chicago Bears,29.6,7.0,0.0,none,Overcast,open,grass,
2026-01-04,Cincinnati Bengals,35.7,0.9,0.0,none,Partly Cloudy,open,artificial,
2026-01-04,Denver Broncos,57.0,2.7,0.0,none,Overcast,open,grass,
2026-01-04,Houston Texans,60.1,4.0,0.0,none,Partly Cloudy,retractable,artificial,
2026-01-04,Jacksonville Jaguars,53.7,5.9,0.0,none,Mostly Cloudy,open,grass,
2026-01-04,Los Angeles Rams,62.0,5.2,100.0,rain,Overcast,fixed,artificial,
2026-01-04,Las Vegas Raiders,57.2,14.6,0.0,none,Overcast,fixed,grass,
2026-01-04,Minnesota Vikings,25.4,11.8,0.0,none,Overcast,fixed,artificial,
2026-01-04,New England Patriots,28.2,7.1,0.0,none,Overcast,open,artificial,
2026-01-04,New York Giants,31.9,5.7,0.0,none,Partly Cloudy,open,artificial,
2026-01-04,Philadelphia Eagles,33.6,6.2,0.0,none,Mostly Clear,open,grass,
2026-01-04,Pittsburgh Steelers,29.6,5.7,0.0,none,Overcast,open,grass,
2026-01-04,San Francisco 49ers,53.1,5.2,100.0,rain,Overcast,open,grass,
2026-01-04,Tampa Bay Buccaneers,68.6,4.2,0.0,none,Mostly Clear,open,grass,
