date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-09-28,Pittsburgh Steelers,67.28,3.9767744,0.0,none,,open,grass,
2025-09-28,Atlanta Falcons,72.32,7.5807262,0.0,none,,retractable,artificial,
2025-09-28,Buffalo Bills,67.64,9.7555247,0.0,none,,open,grass,
2025-09-28,Detroit Lions,68.36,6.5243955,0.0,none,,fixed,artificial,
2025-09-28,Houston Texans,77.18,5.2195164,0.0,none,,retractable,artificial,
2025-09-28,New England Patriots,68.9,7.7050004,100.0,rain,,open,artificial,
2025-09-28,New York Giants,71.6,3.7903631,100.0,rain,,open,artificial,
2025-09-28,Tampa Bay Buccaneers,81.32,9.258427900000001,100.0,rain,,open,grass,
2025-09-28,Los Angeles Rams,70.7,7.8914117,0.0,none,,fixed,artificial,
2025-09-28,San Francisco 49ers,69.98,8.3885085,0.0,none,,open,grass,
2025-09-28,Kansas City Chiefs,74.12,5.9651616,0.0,none,,open,grass,
2025-09-28,Las Vegas Raiders,75.38,9.5069763,100.0,rain,,fixed,grass,
2025-09-28,Dallas Cowboys,77.54,5.0331051,0.0,none,,retractable,artificial,
