player,team,market,line,over_price,under_price,is_ladder,event,home_team,away_team,game_time,book,position,market_key,proj,edge,over_ev,under_ev,note,rank_score
Matthew Stafford,LAR,Passing Yards,400.0,1150.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,290.4,-109.60000000000002,-0.9891276189457466,,,109.60000000000002
Davante Adams,LAR,Receiving Yards,150.0,2250.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,44.8,-105.2,-0.9999999928511278,,,105.2
Blake Corum,LAR,Rushing Yards,125.0,2550.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,34.0,-91.0,-0.9999999989357604,,,91.0
Matthew Stafford,LAR,Passing Yards,200.0,-730.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,290.4,90.39999999999998,0.13141587081301714,,,90.39999999999998
DeMario Douglas,NE,Receiving Yards,90.0,2550.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-90.0,-0.9999984154003457,,,90.0
Drake Maye,NE,Passing Yards,375.0,2000.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,285.0,-90.0,-0.8936560992313984,,,90.0
Luther Burden III,CHI,Receiving Yards,125.0,1800.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,35.1,-89.9,-0.9999988267305352,,,89.9
Drake Maye,NE,Rushing Yards,110.0,2550.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,rush_yards,20.7,-89.3,-0.9999999976315961,,,89.3
Kyren Williams,LAR,Rushing Yards,150.0,3200.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,61.1,-88.9,-0.9999999964473045,,,88.9
Kyle Monangai,CHI,Rushing Yards,110.0,1800.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,21.3,-88.7,-0.9999999977556796,,,88.7
Caleb Williams,CHI,Passing Yards,200.0,-260.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,288.7,88.69999999999999,0.37681468180334765,,,88.69999999999999
C.J. Stroud,HOU,Passing Yards,175.0,-340.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,263.5,88.5,0.28670702602307746,,,88.5
Hunter Henry,NE,Receiving Yards,125.0,2550.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,TE,rec_yards,36.8,-88.2,-0.9999971870745724,,,88.2
Colston Loveland,CHI,Receiving Yards,125.0,1000.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,37.4,-87.6,-0.9999985896216853,,,87.6
Christian Kirk,HOU,Receiving Yards,125.0,2800.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,38.4,-86.6,-0.9999949196472135,,,86.6
C.J. Stroud,HOU,Passing Yards,350.0,1350.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,263.5,-86.5,-0.9024335365182006,,,86.5
Caleb Williams,CHI,Passing Yards,375.0,1800.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,288.7,-86.30000000000001,-0.8700966604707306,,,86.30000000000001
D'Andre Swift,CHI,Rushing Yards,125.0,1250.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,39.2,-85.8,-0.9999999940146661,,,85.8
Puka Nacua,LAR,Receiving Yards,150.0,390.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,64.7,-85.3,-0.9999987184501057,,,85.3
Drake Maye,NE,Passing Yards,200.0,-250.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,285.0,85.0,0.38938909278579226,,,85.0
Matthew Stafford,LAR,Passing Yards,375.0,800.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,290.4,-84.60000000000002,-0.9296070560291884,,,84.60000000000002
Tyler Higbee,LAR,Receiving Yards,100.0,3200.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,16.3,-83.7,-0.999985975479333,,,83.7
Xavier Hutchinson,HOU,Receiving Yards,110.0,2200.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,27.4,-82.6,-0.9999864201876727,,,82.6
TreVeyon Henderson,NE,Rushing Yards,110.0,2250.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rush_yards,29.6,-80.4,-0.9999998906165924,,,80.4
Davante Adams,LAR,Receiving Yards,125.0,1000.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,44.8,-80.2,-0.9999868776637516,,,80.2
DeMario Douglas,NE,Receiving Yards,80.0,1350.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-80.0,-0.9999816741557628,,,80.0
Jaylin Noel,HOU,Receiving Yards,80.0,2800.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-80.0,-0.9999633483115256,,,80.0
Drake Maye,NE,Rushing Yards,100.0,1550.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,rush_yards,20.7,-79.3,-0.9999998781984589,,,79.3
Kyle Monangai,CHI,Rushing Yards,100.0,1250.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,21.3,-78.7,-0.9999998721652592,,,78.7
Blake Corum,LAR,Rushing Yards,110.0,1250.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,34.0,-76.0,-0.9999996165533532,,,76.0
Luther Burden III,CHI,Receiving Yards,110.0,1150.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,35.1,-74.9,-0.999934153665284,,,74.9
Tyler Higbee,LAR,Receiving Yards,90.0,2000.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,16.3,-73.7,-0.999847156371727,,,73.7
Hunter Henry,NE,Receiving Yards,110.0,1250.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,TE,rec_yards,36.8,-73.2,-0.9998877330291875,,,73.2
Colston Loveland,CHI,Receiving Yards,110.0,700.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,37.4,-72.6,-0.9999220167725356,,,72.6
Xavier Hutchinson,HOU,Receiving Yards,100.0,1400.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,27.4,-72.6,-0.9998537814485041,,,72.6
Kayshon Boutte,NE,Receiving Yards,125.0,2250.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,52.5,-72.5,-0.9997648053033967,,,72.5
Caleb Williams,CHI,Passing Yards,216.5,-115.0,-115.0,False,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,288.7,72.19999999999999,0.8329907232831595,-0.9634255058918553,,72.19999999999999
Christian Kirk,HOU,Receiving Yards,110.0,1500.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,38.4,-71.6,-0.9997972932785686,,,71.6
D'Andre Swift,CHI,Rushing Yards,110.0,800.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,39.2,-70.8,-0.9999980848700478,,,70.8
TreVeyon Henderson,NE,Rushing Yards,100.0,1350.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rush_yards,29.6,-70.4,-0.9999964174310529,,,70.4
DeMario Douglas,NE,Receiving Yards,70.0,1100.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-70.0,-0.9997703438298944,,,70.0
Jaylin Noel,HOU,Receiving Yards,70.0,2000.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-70.0,-0.9995981017023152,,,70.0
Drake Maye,NE,Rushing Yards,90.0,1150.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,rush_yards,20.7,-69.3,-0.9999953616574004,,,69.3
Kyle Monangai,CHI,Rushing Yards,90.0,900.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,21.3,-68.7,-0.9999953793638312,,,68.7
Drake Maye,NE,Passing Yards,217.5,-125.0,-105.0,False,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,285.0,67.5,0.7515943200238415,-0.9474964846819445,,67.5
Blake Corum,LAR,Rushing Yards,100.0,900.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,34.0,-66.0,-0.999987871994287,,,66.0
DJ Moore,CHI,Receiving Yards,110.0,2000.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,44.4,-65.6,-0.9988036912401221,,,65.6
Matthew Stafford,LAR,Passing Yards,225.0,-370.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,290.4,65.39999999999998,0.23109357022710447,,,65.39999999999998
Davante Adams,LAR,Receiving Yards,110.0,630.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,44.8,-65.2,-0.9995422384454006,,,65.2
Drake Maye,NE,Passing Yards,350.0,1150.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,285.0,-65.0,-0.6044322985415904,,,65.0
Luther Burden III,CHI,Receiving Yards,100.0,850.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,35.1,-64.9,-0.9993600302211432,,,64.9
Kyren Williams,LAR,Rushing Yards,125.0,1100.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,61.1,-63.9,-0.9999699281300785,,,63.9
Tyler Higbee,LAR,Receiving Yards,80.0,1150.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,16.3,-63.7,-0.9988817491261741,,,63.7
Caleb Williams,CHI,Passing Yards,225.0,-140.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,288.7,63.69999999999999,0.6553494243784741,,,63.69999999999999
C.J. Stroud,HOU,Passing Yards,200.0,-175.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,263.5,63.5,0.5167163394625492,,,63.5
Hunter Henry,NE,Receiving Yards,100.0,1000.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,TE,rec_yards,36.8,-63.2,-0.9988940218594639,,,63.2
Xavier Hutchinson,HOU,Receiving Yards,90.0,1200.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,27.4,-62.6,-0.9984979073543585,,,62.6
Colston Loveland,CHI,Receiving Yards,100.0,475.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,37.4,-62.6,-0.9993356128682739,,,62.6
Jayden Higgins,HOU,Receiving Yards,125.0,1600.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,63.0,-62.0,-0.9977452966718764,,,62.0
Christian Kirk,HOU,Receiving Yards,100.0,1100.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,38.4,-61.6,-0.9982563391579491,,,61.6
C.J. Stroud,HOU,Passing Yards,325.0,900.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,263.5,-61.5,-0.6055326884035335,,,61.5
Caleb Williams,CHI,Passing Yards,350.0,1100.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,288.7,-61.30000000000001,-0.5207673096233891,,,61.30000000000001
D'Andre Swift,CHI,Rushing Yards,100.0,585.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,39.2,-60.8,-0.9999518302546916,,,60.8
TreVeyon Henderson,NE,Rushing Yards,90.0,1000.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rush_yards,29.6,-60.4,-0.9999119341333434,,,60.4
Puka Nacua,LAR,Receiving Yards,125.0,185.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,64.7,-60.3,-0.9994448804186291,,,60.3
Jaylin Noel,HOU,Receiving Yards,60.0,1200.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-60.0,-0.9972928503526992,,,60.0
Drake Maye,NE,Passing Yards,225.0,-130.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,285.0,60.0,0.6927325343709881,,,60.0
DeMario Douglas,NE,Receiving Yards,60.0,775.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-60.0,-0.998177880045086,,,60.0
Matthew Stafford,LAR,Passing Yards,350.0,475.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,pass_yards,290.4,-59.60000000000002,-0.7452899327309737,,,59.60000000000002
Drake Maye,NE,Rushing Yards,80.0,800.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,rush_yards,20.7,-59.3,-0.9998974781571738,,,59.3
Kyle Monangai,CHI,Rushing Yards,80.0,685.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,21.3,-58.7,-0.9998918808021313,,,58.7
Rhamondre Stevenson,NE,Rushing Yards,110.0,2550.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rush_yards,51.5,-58.5,-0.9996113167223685,,,58.5
Rome Odunze,CHI,Receiving Yards,10.0,-1200.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,68.0,58.0,0.08298372108268928,,,58.0
Stefon Diggs,NE,Receiving Yards,125.0,1350.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,67.4,-57.599999999999994,-0.994900067890097,,,57.599999999999994
Kayshon Boutte,NE,Receiving Yards,110.0,1350.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,52.5,-57.5,-0.9947895884781222,,,57.5
Rome Odunze,CHI,Receiving Yards,125.0,2250.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,68.0,-57.0,-0.9906049704734707,,,57.0
Rhamondre Stevenson,NE,Receiving Yards,80.0,2200.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rec_yards,23.8,-56.2,-0.9891120494216004,,,56.2
Blake Corum,LAR,Rushing Yards,90.0,685.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,34.0,-56.0,-0.99975138075161,,,56.0
C.J. Stroud,HOU,Passing Yards,207.5,-125.0,-105.0,False,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,pass_yards,263.5,56.0,0.7013612749407958,-0.8930109066818156,,56.0
DJ Moore,CHI,Receiving Yards,100.0,1350.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,44.4,-55.6,-0.9922190059941148,,,55.6
Davante Adams,LAR,Receiving Yards,100.0,475.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,44.8,-55.2,-0.9966476267444667,,,55.2
Luther Burden III,CHI,Receiving Yards,90.0,630.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,35.1,-54.9,-0.9954723519373972,,,54.9
Tyler Higbee,LAR,Receiving Yards,70.0,850.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,16.3,-53.7,-0.992475649569456,,,53.7
Hunter Henry,NE,Receiving Yards,90.0,725.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,TE,rec_yards,36.8,-53.2,-0.9927747874244003,,,53.2
Rome Odunze,CHI,Receiving Yards,15.0,-600.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,68.0,53.0,0.1656032443285667,,,53.0
Jayden Higgins,HOU,Receiving Yards,10.0,-1200.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,63.0,53.0,0.08234586973366895,,,53.0
Colston Loveland,CHI,Receiving Yards,90.0,330.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,37.4,-52.6,-0.9957559173571779,,,52.6
Xavier Hutchinson,HOU,Receiving Yards,80.0,850.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,27.4,-52.6,-0.9906235383472537,,,52.6
Caleb Williams,CHI,Rushing Yards,70.0,2550.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,QB,rush_yards,18.2,-51.8,-0.9971433070628486,,,51.8
Christian Kirk,HOU,Receiving Yards,90.0,800.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,38.4,-51.6,-0.9891864449456502,,,51.6
D'Andre Swift,CHI,Rushing Yards,90.0,375.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,39.2,-50.8,-0.9993231394830965,,,50.8
TreVeyon Henderson,NE,Rushing Yards,80.0,675.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rush_yards,29.6,-50.4,-0.9987669084262789,,,50.4
Jaylin Noel,HOU,Receiving Yards,50.0,900.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-50.0,-0.9836515899365312,,,50.0
DeMario Douglas,NE,Receiving Yards,50.0,530.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,0.0,-50.0,-0.9897005016600147,,,50.0
Drake Maye,NE,Rushing Yards,70.0,585.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,QB,rush_yards,20.7,-49.3,-0.9985298931160318,,,49.3
Kyren Williams,LAR,Rushing Yards,110.0,635.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,61.1,-48.9,-0.9982437833240849,,,48.9
Kyle Monangai,CHI,Rushing Yards,70.0,475.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,21.3,-48.7,-0.9985507295392586,,,48.7
Rhamondre Stevenson,NE,Rushing Yards,100.0,1800.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rush_yards,51.5,-48.5,-0.9949494055824352,,,48.5
Rome Odunze,CHI,Receiving Yards,20.0,-360.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,68.0,48.0,0.2747431790085545,,,48.0
Jayden Higgins,HOU,Receiving Yards,15.0,-650.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,63.0,48.0,0.15110588071006592,,,48.0
Woody Marks,HOU,Rushing Yards,30.0,-1100.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rush_yards,77.6,47.599999999999994,0.09054153171017063,,,47.599999999999994
Kayshon Boutte,NE,Receiving Yards,100.0,1100.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,52.5,-47.5,-0.9687750748017987,,,47.5
Woody Marks,HOU,Rushing Yards,125.0,1150.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rush_yards,77.6,-47.400000000000006,-0.9955629214166274,,,47.400000000000006
Stefon Diggs,NE,Receiving Yards,20.0,-990.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,67.4,47.400000000000006,0.09809264239713175,,,47.400000000000006
Jayden Higgins,HOU,Receiving Yards,110.0,1200.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,63.0,-47.0,-0.9629668084719629,,,47.0
D'Andre Swift,CHI,Receiving Yards,70.0,2250.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rec_yards,23.2,-46.8,-0.930601553726508,,,46.8
Rhamondre Stevenson,NE,Receiving Yards,70.0,1200.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rec_yards,23.8,-46.2,-0.9572638452221496,,,46.2
Blake Corum,LAR,Rushing Yards,80.0,450.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,RB,rush_yards,34.0,-46.0,-0.9972025862865962,,,46.0
DJ Moore,CHI,Receiving Yards,90.0,1000.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,44.4,-45.6,-0.959791542705238,,,45.6
Puka Nacua,LAR,Receiving Yards,110.0,120.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,64.7,-45.3,-0.9915238748825677,,,45.3
Davante Adams,LAR,Receiving Yards,90.0,340.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,44.8,-45.2,-0.9827489148711291,,,45.2
Luther Burden III,CHI,Receiving Yards,80.0,450.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,35.1,-44.9,-0.977279864885948,,,44.9
Tyler Higbee,LAR,Receiving Yards,60.0,575.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,16.3,-43.7,-0.9657349884425901,,,43.7
Cole Kmet,CHI,Receiving Yards,60.0,2250.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,16.4,-43.6,-0.8786656269371497,,,43.6
TreVeyon Henderson,NE,Receiving Yards,60.0,3200.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,RB,rec_yards,16.8,-43.2,-0.8177077668327848,,,43.2
Hunter Henry,NE,Receiving Yards,80.0,500.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,TE,rec_yards,36.8,-43.2,-0.9668559576059608,,,43.2
Rome Odunze,CHI,Receiving Yards,25.0,-260.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,WR,rec_yards,68.0,43.0,0.37670549938001113,,,43.0
Jayden Higgins,HOU,Receiving Yards,20.0,-400.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,63.0,43.0,0.2428591313847323,,,43.0
Colston Loveland,CHI,Receiving Yards,80.0,225.0,,True,Los Angeles Rams @ Chicago Bears,Bears,Rams,1768779000000,Bovada,TE,rec_yards,37.4,-42.6,-0.9801512337067099,,,42.6
Xavier Hutchinson,HOU,Receiving Yards,70.0,575.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,27.4,-42.6,-0.9587756392370127,,,42.6
Stefon Diggs,NE,Receiving Yards,110.0,850.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,67.4,-42.599999999999994,-0.9419805292965364,,,42.599999999999994
Kayshon Boutte,NE,Receiving Yards,10.0,-660.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,52.5,42.5,0.14436462780668208,,,42.5
Stefon Diggs,NE,Receiving Yards,25.0,-600.0,,True,Houston Texans @ New England Patriots,Patriots,Texans,1768767000000,Bovada,WR,rec_yards,67.4,42.400000000000006,0.1593008767093784,,,42.400000000000006
