event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate,price,threshold,range_low,range_high,range_type,total_line,spread_line,total_side,winner,combo,ht_result,ft_result,tie,side,ev_units
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Philadelphia Eagles @ Green Bay Packers,1762823700000,Packers,Eagles,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
New York Jets @ New England Patriots,1763082900000,Patriots,Jets,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
New York Jets @ New England Patriots,1763082900000,Patriots,Jets,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Washington Commanders @ Miami Dolphins,1763303400000,Dolphins,Commanders,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Carolina Panthers @ Atlanta Falcons,1763316000000,Falcons,Panthers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Carolina Panthers @ Atlanta Falcons,1763316000000,Falcons,Panthers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Chicago Bears @ Minnesota Vikings,1763316000000,Vikings,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Chicago Bears @ Minnesota Vikings,1763316000000,Vikings,Bears,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Cincinnati Bengals @ Pittsburgh Steelers,1763316000000,Steelers,Bengals,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Cincinnati Bengals @ Pittsburgh Steelers,1763316000000,Steelers,Bengals,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Houston Texans @ Tennessee Titans,1763316000000,Titans,Texans,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Houston Texans @ Tennessee Titans,1763316000000,Titans,Texans,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Los Angeles Chargers @ Jacksonville Jaguars,1763316000000,Jaguars,Chargers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Los Angeles Chargers @ Jacksonville Jaguars,1763316000000,Jaguars,Chargers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Tampa Bay Buccaneers @ Buffalo Bills,1763316000000,Bills,Buccaneers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Tampa Bay Buccaneers @ Buffalo Bills,1763316000000,Bills,Buccaneers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
San Francisco 49ers @ Arizona Cardinals,1763327100000,Cardinals,49ers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
San Francisco 49ers @ Arizona Cardinals,1763327100000,Cardinals,49ers,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Seattle Seahawks @ Los Angeles Rams,1763327100000,Rams,Seahawks,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Seattle Seahawks @ Los Angeles Rams,1763327100000,Rams,Seahawks,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Baltimore Ravens @ Cleveland Browns,1763328300000,Browns,Ravens,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Baltimore Ravens @ Cleveland Browns,1763328300000,Browns,Ravens,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Kansas City Chiefs @ Denver Broncos,1763328300000,Broncos,Chiefs,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Kansas City Chiefs @ Denver Broncos,1763328300000,Broncos,Chiefs,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
Dallas Cowboys @ Las Vegas Raiders,1763428500000,Raiders,Cowboys,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,home,
Dallas Cowboys @ Las Vegas Raiders,1763428500000,Raiders,Cowboys,moneyline,Moneyline,G,,,,,,,False,,,,,,,,,,,,,,away,
