date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2026-01-10,Carolina Panthers,71.0,13.4,0.0,none,Overcast,open,grass,
2026-01-10,Chicago Bears,36.2,9.8,56.0,rain,Overcast,open,grass,
