event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,moneyline,Moneyline,G,,,,,,,False
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,moneyline,Moneyline,G,,,,,,,False
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,moneyline,Moneyline,G,,,,,,,False
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,moneyline,Moneyline,G,,,,,,,False
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,moneyline,Moneyline,G,,,,,,,False
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,33.5,,,-470.0,315.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,34.5,,,-400.0,275.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,35.5,,,-350.0,245.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,36.5,,,-300.0,215.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,37.5,,,-240.0,175.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,38.5,,,-215.0,160.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,39.5,,,-190.0,145.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,40.5,,,-165.0,125.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,41.0,,,-150.0,115.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,41.5,,,-145.0,110.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,42.0,,,-135.0,105.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,42.5,,,-130.0,,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,43.0,,,-120.0,-110.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,44.0,,,,-130.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,44.5,,,105.0,-135.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,45.0,,,110.0,-145.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,45.5,,,115.0,-150.0,True
Chicago Bears @ Philadelphia Eagles,1764360000000,Eagles,Bears,alt_total,Total Points,G,,46.5,,,130.0,-170.0,True
