date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-12-19,Chicago Bears,24.0,9.7,0.0,none,Mostly Clear,open,grass,
2025-12-19,Washington Commanders,47.2,17.5,0.0,none,Mostly Cloudy,open,grass,
