date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2026-01-11,Jacksonville Jaguars,63.1,9.8,0.0,none,Overcast,open,grass,
2026-01-11,Philadelphia Eagles,45.5,12.3,0.0,none,Mostly Cloudy,open,grass,
2026-01-11,New England Patriots,43.7,7.6,6.0,none,Overcast,open,artificial,
