player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Bryce Young,CAR,Anytime TD,,700.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Isaiah Davis,NYJ,Anytime TD,,800.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Arian Smith,NYJ,Anytime TD,,500.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Rico Dowdle,CAR,Anytime TD,,125.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Jalen Coker,CAR,Anytime TD,,440.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Mason Taylor,NYJ,Anytime TD,,275.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Tetairoa McMillan,CAR,Anytime TD,,180.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Stone Smartt,NYJ,Anytime TD,,2200.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Jeremy Ruckert,NYJ,Anytime TD,,825.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Jimmy Horn Jr.,CAR,Anytime TD,,1400.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Breece Hall,NYJ,Anytime TD,,-114.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
DeeJay Dallas,CAR,Anytime TD,,1400.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Mitchell Evans,CAR,Anytime TD,,2500.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Josh Reynolds,NYJ,Anytime TD,,350.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Trevor Etienne,CAR,Anytime TD,,1400.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Chuba Hubbard,CAR,Anytime TD,,185.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Kene Nwangwu,NYJ,Anytime TD,,3300.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Justin Fields,NYJ,Anytime TD,,150.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Isaiah Williams,NYJ,Anytime TD,,2200.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Tommy Tremble,CAR,Anytime TD,,700.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
NY Jets D/ST,,Anytime TD,,900.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Brycen Tremayne,CAR,Anytime TD,,1400.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Carolina Panthers Defense,,Anytime TD,,725.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Allen Lazard,NYJ,Anytime TD,,525.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Ja'Tavion Sanders,CAR,Anytime TD,,500.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
James Mitchell,CAR,Anytime TD,,2500.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Tyler Johnson,NYJ,Anytime TD,,900.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Xavier Legette,CAR,Anytime TD,,400.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Andrew Beck,NYJ,Anytime TD,,2800.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Hunter Renfrow,CAR,Anytime TD,,800.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Khalil Herbert,IND,Anytime TD,,3300.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Breece Hall (NYJ) - 1H,,Anytime TD,,210.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Rico Dowdle (CAR) - 1H,,Anytime TD,,250.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
Justin Fields (NYJ) - 1H,,Anytime TD,,300.0,,Bovada,Carolina Panthers @ New York Jets,1760893200000,Jets,Panthers,False
