season,week,date,game_id,team,player,position,player_id_x,is_active,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,is_active_pid,is_active_nm,_name_norm,_name_norm_loose,_alias_init_last,team_norm,player_id_y,pass_attempts_act,pass_yards_act,pass_tds_act,interceptions_act,rush_attempts_act,rush_yards_act,rush_tds_act,targets_act,receptions_act,rec_yards_act,rec_tds_act,player_act,team_act,match_strategy,pass_attempts_err,pass_yards_err,pass_tds_err,interceptions_err,rush_attempts_err,rush_yards_err,rush_tds_err,targets_err,receptions_err,rec_yards_err,rec_tds_err
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Jacoby Brissett,QB,00-0033119,1.0,38.84,254.8,2.01,1.25,2.77,10.3,0.05,0.0,0.0,0.0,0.0,0.0474,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,jacoby brissett,jacobybrissett,jbrissett,Arizona Cardinals,00-0033119,46.0,249.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,J.Brissett,ARI,team_norm & _alias_init_last,-7.159999999999997,5.800000000000011,-0.9900000000000002,0.25,0.77,7.300000000000001,0.05,0.0,0.0,0.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Bam Knight,RB,00-0037157,1.0,0.0,0.0,0.0,0.0,12.1,52.8,0.24,5.28,3.53,28.6,0.35,0.4451,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,bam knight,bamknight,bknight,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Michael Carter,RB,00-0036924,1.0,0.0,0.0,0.0,0.0,6.72,29.1,0.08,3.29,2.28,16.8,0.22,0.2615,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,michael carter,michaelcarter,mcarter,Arizona Cardinals,00-0036924,0.0,0.0,0.0,0.0,14.0,56.0,0.0,4.0,4.0,38.0,0.0,M.Carter,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,-7.28,-26.9,0.08,-0.71,-1.7200000000000002,-21.2,0.22
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Corey Kiner,RB,00-0040556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,corey kiner,coreykiner,ckiner,Arizona Cardinals,00-0040556,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,C.Kiner,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,-2.0,-11.0,0.0,0.0,0.0,0.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Emari Demercado,RB,00-0038705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,emari demercado,emaridemercado,edemercado,Arizona Cardinals,00-0038705,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,E.Demercado,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-3.0,-2.0,0.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Trey McBride,TE,00-0037744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,5.08,39.3,0.47,0.378,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,trey mcbride,treymcbride,tmcbride,Arizona Cardinals,00-0037744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,134.0,2.0,T.McBride,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8100000000000005,-6.92,-94.7,-1.53
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Elijah Higgins,TE,00-0039041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,2.67,22.4,0.25,0.2193,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,elijah higgins,elijahhiggins,ehiggins,Arizona Cardinals,00-0039041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,E.Higgins,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2300000000000004,1.67,19.4,0.25
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Josiah Deguara,TE,00-0036332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,josiah deguara,josiahdeguara,jdeguara,Arizona Cardinals,00-0036332,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Oscar Cardenas,TE,00-0040381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,0.0,0.0,oscar cardenas,oscarcardenas,ocardenas,Arizona Cardinals,00-0040381,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Pharaoh Brown,TE,00-0033439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,pharaoh brown,pharaohbrown,pbrown,Arizona Cardinals,00-0033439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,P.Brown,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Marvin Harrison Jr.,WR,00-0039849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44,5.89,71.4,0.69,0.4976,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,0.0,0.0,marvin harrison jr.,marvinharrisonjr,mharrison,Arizona Cardinals,00-0039849,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Michael Wilson,WR,00-0038559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,4.96,61.6,0.54,0.4177,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,michael wilson,michaelwilson,mwilson,Arizona Cardinals,00-0035144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,54.0,1.0,M.Wilson,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.380000000000001,-0.040000000000000036,7.600000000000001,-0.45999999999999996
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Xavier Weaver,WR,00-0039521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,3.05,48.4,0.36,0.3043,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,0.0,0.0,xavier weaver,xavierweaver,xweaver,Arizona Cardinals,00-0039521,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Andre Baccellia,WR,00-0035876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,andre baccellia,andrebaccellia,abaccellia,Arizona Cardinals,00-0035876,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Arizona Cardinals,Jalen Brooks,WR,00-0038640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.81,21.6,355.3,106.8,2.982080579786332,0.3655267098074781,1.1701439355000538,1.0,1.0,jalen brooks,jalenbrooks,jbrooks,Arizona Cardinals,00-0038640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,19.0,0.0,J.Brooks,ARI,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-19.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,C.J. Stroud,QB,00-0039163,1.0,37.22,203.4,2.44,1.01,5.54,16.2,0.27,0.0,0.0,0.0,0.0,0.2403,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,c.j. stroud,cjstroud,cstroud,Houston Texans,00-0039163,33.0,260.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,C.Stroud,HOU,team_norm & _alias_init_last,4.219999999999999,-56.599999999999994,-0.56,1.01,3.54,13.2,0.27,0.0,0.0,0.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Woody Marks,RB,00-0040583,1.0,0.0,0.0,0.0,0.0,16.94,53.8,0.96,4.29,2.5,17.6,0.4,0.7431,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,woody marks,woodymarks,wmarks,Houston Texans,,0.0,0.0,0.0,0.0,8.0,30.0,0.0,1.0,1.0,8.0,0.0,W.Marks,HOU,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,8.940000000000001,23.799999999999997,0.96,3.29,1.5,9.600000000000001,0.4
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Nick Chubb,RB,00-0034791,1.0,0.0,0.0,0.0,0.0,9.41,28.8,0.33,2.67,1.59,9.9,0.23,0.4318,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,0.0,0.0,nick chubb,nickchubb,nchubb,Houston Texans,00-0034791,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Dare Ogunbowale,RB,00-0033854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,dare ogunbowale,dareogunbowale,dogunbowale,Houston Texans,,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,3.0,32.0,0.0,D.Ogunbowale,HOU,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,-5.0,-2.0,0.0,-4.0,-3.0,-32.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Jawhar Jordan,RB,00-0039405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,jawhar jordan,jawharjordan,jjordan,Houston Texans,00-0039405,0.0,0.0,0.0,0.0,15.0,101.0,0.0,2.0,2.0,17.0,0.0,J.Jordan,HOU,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,-15.0,-101.0,0.0,-2.0,-2.0,-17.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Dalton Schultz,TE,00-0034383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,3.92,26.2,0.55,0.4242,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,dalton schultz,daltonschultz,dschultz,Houston Texans,00-0034383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,76.0,1.0,D.Schultz,HOU,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1799999999999997,-4.08,-49.8,-0.44999999999999996
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Harrison Bryant,TE,00-0036232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,1.93,14.1,0.3,0.2603,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,harrison bryant,harrisonbryant,hbryant,Houston Texans,00-0036232,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Cade Stover,TE,00-0039359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,cade stover,cadestover,cstover,Houston Texans,00-0039359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,22.0,0.0,C.Stover,HOU,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,-3.0,-22.0,0.0
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Dalton Keene,TE,00-0036225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,0.0,0.0,dalton keene,daltonkeene,dkeene,Houston Texans,00-0036225,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Nico Collins,WR,00-0036554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08,5.54,40.6,0.77,0.5391,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,nico collins,nicocollins,ncollins,Houston Texans,00-0036554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,85.0,2.0,N.Collins,HOU,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,2.54,-44.4,-1.23
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Jayden Higgins,WR,00-0040130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,4.09,36.5,0.59,0.4435,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,jayden higgins,jaydenhiggins,jhiggins,Houston Texans,00-0040130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,J.Higgins,HOU,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,3.09,32.5,0.59
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Xavier Hutchinson,WR,00-0038618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,2.45,21.9,0.38,0.3165,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,xavier hutchinson,xavierhutchinson,xhutchinson,Houston Texans,00-0038618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,0.0,X.Hutchinson,HOU,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5599999999999996,1.4500000000000002,5.899999999999999,0.38
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Braxton Berrios,WR,00-0034419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,0.0,0.0,braxton berrios,braxtonberrios,bberrios,Houston Texans,00-0034419,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Christian Kirk,WR,00-0034775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,christian kirk,christiankirk,ckirk,Houston Texans,00-0034775,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Daniel Jackson,WR,00-0040412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,0.0,0.0,daniel jackson,danieljackson,djackson,Houston Texans,00-0040412,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ARI_HOU,Houston Texans,Jaylin Noel,WR,00-0040138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,37.78,31.89,212.0,116.5,3.4005289199121327,1.4981169071481126,0.9445290363196126,1.0,1.0,jaylin noel,jaylinnoel,jnoel,Houston Texans,00-0040138,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,0.0,2025_15_ATL_TB,Atlanta Falcons,Kirk Cousins,QB,00-0029604,1.0,36.1,200.6,1.47,0.93,3.54,10.3,0.09,0.0,0.0,0.0,0.0,0.082,72.0,34.97,34.88,196.2,127.5,1.6626286518123747,0.8363468280142359,0.8742210367704488,1.0,1.0,kirk cousins,kirkcousins,kcousins,Atlanta Falcons,00-0029604,47.0,373.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K.Cousins,ATL,team_norm & _alias_init_last,-10.899999999999999,-172.4,-1.53,0.93,3.54,10.3,0.09,0.0,0.0,0.0,0.0
2025,15,0.0,2025_15_ATL_TB,Atlanta Falcons,Bijan Robinson,RB,00-0038542,1.0,0.0,0.0,0.0,0.0,20.15,61.0,0.57,4.03,2.65,15.4,0.19,0.5359,72.0,34.97,34.88,196.2,127.5,1.6626286518123747,0.8363468280142359,0.8742210367704488,1.0,1.0,bijan robinson,bijanrobinson,brobinson,Atlanta Falcons,00-0038542,0.0,0.0,0.0,0.0,20.0,93.0,1.0,11.0,8.0,82.0,0.0,B.Robinson,ATL,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,0.14999999999999858,-32.0,-0.43000000000000005,-6.97,-5.35,-66.6,0.19
2025,15,0.0,2025_15_ATL_TB,Atlanta Falcons,Tyler Allgeier,RB,00-0037263,1.0,0.0,0.0,0.0,0.0,11.19,34.0,0.21,2.51,1.73,9.9,0.12,0.2806,72.0,34.97,34.88,196.2,127.5,1.6626286518123747,0.8363468280142359,0.8742210367704488,1.0,1.0,tyler allgeier,tylerallgeier,tallgeier,Atlanta Falcons,00-0037263,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,T.Allgeier,ATL,team_norm & _alias_init_last,0.0,0.0,0.0,0.0,9.19,16.0,0.21,2.51,1.73,9.9,0.12
2025,15,0.0,2025_15_ATL_TB,Atlanta Falcons,Nate Carter,RB,00-0040547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,34.97,34.88,196.2,127.5,1.6626286518123747,0.8363468280142359,0.8742210367704488,1.0,1.0,nate carter,natecarter,ncarter,Atlanta Falcons,00-0040547,,,,,,,,,,,,,,,,,,,,,,,,,
