event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,moneyline,Moneyline,G,,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,moneyline,Moneyline,G,,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,moneyline,Moneyline,G,,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,moneyline,Moneyline,G,,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,moneyline,Moneyline,G,,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,43.5,,,-380.0,265.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,44.5,,,-320.0,230.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,45.5,,,-290.0,210.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,46.5,,,-260.0,190.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,47.5,,,-220.0,165.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,48.5,,,-200.0,150.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,49.5,,,-180.0,135.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,50.5,,,-150.0,115.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,51.0,,,-145.0,110.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,51.5,,,-130.0,,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,52.0,,,-125.0,-105.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,52.5,,,-120.0,-110.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,53.5,,,-110.0,-120.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,54.0,,,,-130.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,54.5,,,105.0,-135.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,55.0,,,115.0,-150.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,55.5,,,120.0,-160.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,56.5,,,135.0,-180.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,57.5,,,150.0,-200.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,58.5,,,175.0,-240.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,59.5,,,190.0,-260.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,60.5,,,215.0,-300.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,61.5,,,245.0,-350.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points,G,,62.5,,,275.0,-400.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points - Buffalo Bills,G,,29.5,,,-130.0,,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points - Cincinnati Bengals,G,,22.5,,,-150.0,115.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points - Buffalo Bills,G,,14.5,,,,-130.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points - Cincinnati Bengals,G,,10.5,,,,-130.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points - Buffalo Bills,G,,6.5,,,-160.0,120.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,alt_total,Total Points - Cincinnati Bengals,G,,3.5,,,105.0,-135.0,True
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 47.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 47.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 47.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 47.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 53.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 53.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 53.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 53.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 59.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 59.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 59.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -3.5 and O/U 59.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 47.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 47.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 47.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 47.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 53.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 53.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 53.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 53.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 59.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 59.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 59.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -6.5 and O/U 59.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -9.5 and O/U 47.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -9.5 and O/U 47.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -9.5 and O/U 47.5 Points,G,home,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -9.5 and O/U 47.5 Points,G,away,,,,,,False
Cincinnati Bengals @ Buffalo Bills,1765130400000,Bills,Bengals,spread_total_combo,Point Spread -9.5 and O/U 53.5 Points,G,home,,,,,,False
