season,week,date,game_id,team,player,position,player_id,is_active,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,is_active_pid,is_active_nm
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Jacoby Brissett,QB,00-0033119,1.0,30.07,171.4,1.62,0.75,2.14,5.9,0.06,0.0,0.0,0.0,0.0,0.0577,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Michael Carter,RB,00-0036924,1.0,0.0,0.0,0.0,0.0,9.34,29.3,0.29,4.18,3.14,16.8,0.25,0.417,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Emari Demercado,RB,00-0038705,1.0,0.0,0.0,0.0,0.0,5.19,16.6,0.1,2.6,1.79,10.0,0.15,0.2197,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Corey Kiner,RB,00-0040556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Trey McBride,TE,00-0037744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,5.34,30.0,0.36,0.304,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Elijah Higgins,TE,00-0039041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.8,17.1,0.19,0.1722,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Josiah Deguara,TE,00-0036332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Oscar Cardenas,TE,00-0040381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,0.0,0.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Pharaoh Brown,TE,00-0033439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Marvin Harrison Jr.,WR,00-0039849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02,3.9,38.1,0.43,0.3513,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Michael Wilson,WR,00-0038559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04,3.28,32.9,0.34,0.2883,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Xavier Weaver,WR,00-0039521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,2.02,25.8,0.23,0.204,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Jalen Brooks,WR,00-0038640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Arizona Cardinals,Steven Sims,WR,00-0034928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.43,16.67,198.7,60.9,2.025501257570361,0.44742718709486873,0.8856386594901129,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Kirk Cousins,QB,00-0029604,1.0,41.88,252.4,2.42,0.99,2.33,6.8,0.08,0.0,0.0,0.0,0.0,0.0728,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Bijan Robinson,RB,00-0038542,1.0,0.0,0.0,0.0,0.0,13.26,38.9,0.51,5.56,3.96,20.8,0.34,0.5704,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Tyler Allgeier,RB,00-0037263,1.0,0.0,0.0,0.0,0.0,7.37,21.6,0.19,3.46,2.59,13.3,0.2,0.3231,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Kyle Pitts Sr.,TE,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56,6.55,74.0,0.57,0.4371,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,0.0,0.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Charlie Woerner,TE,00-0036429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,3.64,29.5,0.28,0.2438,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Feleipe Franks,TE,00-0036825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Teagan Quitoriano,TE,00-0037277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Drake London,WR,00-0037238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13,5.82,46.3,0.59,0.4438,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Darnell Mooney,WR,00-0036309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63,3.96,34.9,0.42,0.3405,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,David Sills V,WR,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,3.06,41.9,0.31,0.2634,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,0.0,0.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Casey Washington,WR,00-0039394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,0.0,0.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Chris Blair,WR,00-0036463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Deven Thompkins,WR,00-0037487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_ATL_ARI,Atlanta Falcons,Dylan Drummond,WR,00-0038953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.43,22.96,260.5,83.9,2.7901008915940624,0.7395413344629618,1.160781184143161,1.0,1.0
2025,16,0.0,2025_16_BUF_CLE,Buffalo Bills,Josh Allen,QB,00-0034857,1.0,33.92,250.0,2.29,0.76,10.14,35.4,0.41,0.0,0.0,0.0,0.0,0.3383,72.0,35.73,33.31,271.2,164.7,2.567551857508486,1.2437322512047637,0.8932863507788569,1.0,1.0
2025,16,0.0,2025_16_BUF_CLE,Buffalo Bills,James Cook III,RB,None,1.0,0.0,0.0,0.0,0.0,14.89,77.9,0.68,4.33,2.94,31.2,0.31,0.6282,72.0,35.73,33.31,271.2,164.7,2.567551857508486,1.2437322512047637,0.8932863507788569,0.0,0.0
2025,16,0.0,2025_16_BUF_CLE,Buffalo Bills,Ty Johnson,RB,00-0035537,1.0,0.0,0.0,0.0,0.0,8.27,36.4,0.25,2.69,1.63,14.8,0.19,0.3557,72.0,35.73,33.31,271.2,164.7,2.567551857508486,1.2437322512047637,0.8932863507788569,1.0,1.0
2025,16,0.0,2025_16_BUF_CLE,Buffalo Bills,Ray Davis,RB,00-0039875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,35.73,33.31,271.2,164.7,2.567551857508486,1.2437322512047637,0.8932863507788569,1.0,1.0
2025,16,0.0,2025_16_BUF_CLE,Buffalo Bills,Dalton Kincaid,TE,00-0038933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31,5.28,43.5,0.47,0.376,72.0,35.73,33.31,271.2,164.7,2.567551857508486,1.2437322512047637,0.8932863507788569,1.0,1.0
2025,16,0.0,2025_16_BUF_CLE,Buffalo Bills,Dawson Knox,TE,00-0035689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,2.71,22.1,0.27,0.2335,72.0,35.73,33.31,271.2,164.7,2.567551857508486,1.2437322512047637,0.8932863507788569,1.0,1.0
2025,16,0.0,2025_16_BUF_CLE,Buffalo Bills,Jackson Hawes,TE,00-0040194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,35.73,33.31,271.2,164.7,2.567551857508486,1.2437322512047637,0.8932863507788569,1.0,1.0
2025,16,0.0,2025_16_BUF_CLE,Buffalo Bills,Khalil Shakir,WR,00-0037261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,5.31,46.2,0.52,0.4039,72.0,35.73,33.31,271.2,164.7,2.567551857508486,1.2437322512047637,0.8932863507788569,1.0,1.0
