season,week,game_id,team,player,position,player_id,is_active,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,is_active_pid,is_active_nm
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Jacoby Brissett,QB,00-0033119,1.0,29.92,184.3,1.33,0.71,3.69,12.2,0.11,0.0,0.0,0.0,0.0,0.1051,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Michael Carter,RB,00-0036924,1.0,0.0,0.0,0.0,0.0,16.14,61.2,0.55,4.46,3.44,24.1,0.3,0.5715,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Emari Demercado,RB,00-0038705,1.0,0.0,0.0,0.0,0.0,8.97,34.1,0.19,2.77,1.94,14.2,0.18,0.3051,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Corey Kiner,RB,00-0040556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Trey McBride,TE,00-0037744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,4.22,28.3,0.37,0.3085,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Elijah Higgins,TE,00-0039041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,2.25,16.2,0.19,0.1757,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Josiah Deguara,TE,00-0036332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Pharaoh Brown,TE,00-0033439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Marvin Harrison Jr.,WR,00-0039849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15,3.83,40.1,0.43,0.3511,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Michael Wilson,WR,00-0038559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,3.24,36.2,0.34,0.2895,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Xavier Weaver,WR,00-0039521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,1.97,28.0,0.23,0.2025,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Jalen Brooks,WR,00-0038640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Joe Burrow,QB,00-0036442,1.0,36.3,227.7,2.13,0.71,4.18,13.7,0.18,0.0,0.0,0.0,0.0,0.1652,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Chase Brown,RB,00-0038597,1.0,0.0,0.0,0.0,0.0,15.83,57.2,0.74,4.37,3.34,20.5,0.39,0.6775,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Samaje Perine,RB,00-0033526,1.0,0.0,0.0,0.0,0.0,8.79,32.4,0.26,2.72,2.09,12.2,0.23,0.3902,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Tahj Brooks,RB,00-0040208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Mike Gesicki,TE,00-0034829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,3.63,27.2,0.49,0.3892,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Noah Fant,TE,00-0035644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,2.12,13.3,0.24,0.2108,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Cam Grandy,TE,00-0039631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Drew Sample,TE,00-0035631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Tanner Hudson,TE,00-0034613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Ja'Marr Chase,WR,00-0036900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,4.95,37.3,0.61,0.4588,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Tee Higgins,WR,00-0036410,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,3.41,27.9,0.47,0.3721,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Andrei Iosivas,WR,00-0038619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,2.1,19.5,0.31,0.2673,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Charlie Jones,WR,00-0038576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Cole Burgess,WR,00-0039626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,0.0,0.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Ke'Shawn Williams,WR,00-0040534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Mitchell Tinsley,WR,00-0038839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.8521673936750274,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_BAL_GB,Baltimore Ravens,Lamar Jackson,QB,00-0034796,1.0,32.59,216.7,1.57,0.71,9.6,28.7,0.21,0.0,0.0,0.0,0.0,0.1916,64.0,32.95,28.8,217.5,123.8,1.9014449291166846,0.741412213740458,0.8236800000000001,1.0,1.0
2025,17,2025_17_BAL_GB,Baltimore Ravens,Derrick Henry,RB,00-0032764,1.0,0.0,0.0,0.0,0.0,12.34,44.0,0.42,4.37,3.18,19.7,0.26,0.4891,64.0,32.95,28.8,217.5,123.8,1.9014449291166846,0.741412213740458,0.8236800000000001,1.0,1.0
2025,17,2025_17_BAL_GB,Baltimore Ravens,Keaton Mitchell,RB,00-0038454,1.0,0.0,0.0,0.0,0.0,6.86,25.8,0.15,2.72,1.99,14.3,0.15,0.2595,64.0,32.95,28.8,217.5,123.8,1.9014449291166846,0.741412213740458,0.8236800000000001,1.0,1.0
2025,17,2025_17_BAL_GB,Baltimore Ravens,Rasheen Ali,RB,00-0039796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,1.9014449291166846,0.741412213740458,0.8236800000000001,1.0,1.0
2025,17,2025_17_BAL_GB,Baltimore Ravens,Mark Andrews,TE,00-0034753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,3.65,24.5,0.33,0.2827,64.0,32.95,28.8,217.5,123.8,1.9014449291166846,0.741412213740458,0.8236800000000001,1.0,1.0
2025,17,2025_17_BAL_GB,Baltimore Ravens,Isaiah Likely,TE,00-0037838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,1.89,12.5,0.17,0.1565,64.0,32.95,28.8,217.5,123.8,1.9014449291166846,0.741412213740458,0.8236800000000001,1.0,1.0
2025,17,2025_17_BAL_GB,Baltimore Ravens,Baylor Cupp,TE,00-0039316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,1.9014449291166846,0.741412213740458,0.8236800000000001,0.0,0.0
2025,17,2025_17_BAL_GB,Baltimore Ravens,Charlie Kolar,TE,00-0038046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,1.9014449291166846,0.741412213740458,0.8236800000000001,1.0,1.0
