date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-11-02,Cincinnati Bengals,48.9,3.0,0.0,none,Overcast,open,artificial,
2025-11-02,Detroit Lions,52.8,8.1,0.0,none,Clear,fixed,artificial,
2025-11-02,Green Bay Packers,48.8,15.0,0.0,none,Overcast,open,grass,
2025-11-02,Houston Texans,73.3,3.9,0.0,none,Clear,retractable,artificial,
2025-11-02,New England Patriots,49.8,5.1,0.0,none,Mostly Clear,open,artificial,
2025-11-02,New York Giants,58.6,6.3,0.0,none,Mostly Clear,open,artificial,
2025-11-02,Pittsburgh Steelers,56.7,2.3,0.0,none,Overcast,open,grass,
2025-11-02,Tennessee Titans,56.0,3.2,0.0,none,Partly Cloudy,open,grass,
2025-11-02,Los Angeles Rams,70.8,4.3,0.0,none,Clear,fixed,artificial,
2025-11-02,Las Vegas Raiders,76.8,3.5,0.0,none,Mostly Cloudy,fixed,grass,
2025-11-02,Buffalo Bills,49.8,5.3,0.0,none,Clear,open,grass,
2025-11-02,Washington Commanders,59.3,5.1,0.0,none,Mostly Cloudy,open,grass,
