date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2025-11-09,Indianapolis Colts,40.1,13.0,0.0,none,Overcast,retractable,artificial,
2025-11-09,Carolina Panthers,75.2,11.4,0.0,none,Mostly Clear,open,grass,
2025-11-09,Chicago Bears,34.6,16.2,0.0,none,Mostly Cloudy,open,grass,
2025-11-09,Houston Texans,70.6,17.3,0.0,none,Partly Cloudy,retractable,artificial,
2025-11-09,Miami Dolphins,85.3,9.2,0.0,none,Clear,open,grass,
2025-11-09,Minnesota Vikings,36.0,11.4,0.0,none,Partly Cloudy,fixed,artificial,
2025-11-09,New York Jets,60.4,6.6,28.0,rain,Overcast,open,artificial,
2025-11-09,Tampa Bay Buccaneers,79.9,11.6,0.0,none,Clear,open,grass,
2025-11-09,Seattle Seahawks,56.3,3.8,0.0,none,Overcast,open,artificial,
2025-11-09,San Francisco 49ers,77.6,3.1,0.0,none,Mostly Cloudy,open,grass,
2025-11-09,Washington Commanders,67.8,4.3,20.0,rain,Mostly Cloudy,open,grass,
2025-11-09,Los Angeles Chargers,71.4,8.9,0.0,none,Clear,fixed,artificial,
