event,game_time,home_team,away_team,market_key,market_name,period,team_side,line,price_home,price_away,over_price,under_price,is_alternate
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,moneyline,Moneyline,G,,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,28.5,,,-625.0,385.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,29.5,,,-470.0,315.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,30.5,,,-370.0,260.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,31.5,,,-330.0,235.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,32.5,,,-290.0,210.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,33.5,,,-240.0,175.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,34.5,,,-210.0,155.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,35.5,,,-185.0,140.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,36.5,,,-150.0,115.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,37.0,,,-135.0,105.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,37.5,,,-125.0,-105.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,38.5,,,-115.0,-115.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,39.0,,,-110.0,-120.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,39.5,,,,-130.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,40.0,,,110.0,-145.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,40.5,,,115.0,-150.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,41.5,,,130.0,-170.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,42.5,,,145.0,-190.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,43.5,,,170.0,-230.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,44.5,,,200.0,-275.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,45.5,,,215.0,-300.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,46.5,,,235.0,-330.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,47.5,,,270.0,-390.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,48.5,,,300.0,-450.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points - Houston Texans,G,,20.5,,,-105.0,-125.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points - Pittsburgh Steelers,G,,18.5,,,105.0,-135.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,17.0,,,-145.0,110.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,17.5,,,-120.0,-110.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,19.0,,,-110.0,-120.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,19.5,,,-105.0,-125.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,20.0,,,120.0,-160.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points,G,,20.5,,,135.0,-180.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points - Houston Texans,G,,9.5,,,-125.0,-105.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points - Pittsburgh Steelers,G,,7.5,,,,-130.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points - Houston Texans,G,,3.5,,,125.0,-165.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,alt_total,Total Points - Pittsburgh Steelers,G,,0.5,,,-135.0,105.0,True
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 32.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 32.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 32.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 32.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 38.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 38.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 38.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 38.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 44.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 44.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 44.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 2.5 and O/U 44.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 32.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 32.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 32.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 32.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 38.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 38.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 38.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 38.5 Points,G,away,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 44.5 Points,G,home,,,,,,False
Houston Texans @ Pittsburgh Steelers,1768266900000,Steelers,Texans,spread_total_combo,Point Spread 5.5 and O/U 44.5 Points,G,away,,,,,,False
