season,week,game_id,team,player,position,player_id,is_active,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,is_active_pid,is_active_nm
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Jacoby Brissett,QB,00-0033119,1.0,30.15,178.5,1.47,0.7,3.69,12.0,0.11,0.0,0.0,0.0,0.0,0.1051,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Michael Carter,RB,00-0036924,1.0,0.0,0.0,0.0,0.0,16.14,61.6,0.55,4.37,3.41,24.3,0.3,0.571,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Emari Demercado,RB,00-0038705,1.0,0.0,0.0,0.0,0.0,8.97,34.9,0.19,2.72,1.93,14.4,0.18,0.3046,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Corey Kiner,RB,00-0040556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Trey McBride,TE,00-0037744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11,4.08,28.4,0.36,0.3037,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Elijah Higgins,TE,00-0039041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,2.17,16.3,0.19,0.1727,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Josiah Deguara,TE,00-0036332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Pharaoh Brown,TE,00-0033439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Marvin Harrison Jr.,WR,00-0039849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,3.84,42.4,0.44,0.3544,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Michael Wilson,WR,00-0038559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37,3.29,38.8,0.35,0.2924,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Xavier Weaver,WR,00-0039521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,1.96,29.5,0.23,0.2045,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Arizona Cardinals,Jalen Brooks,WR,00-0038640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.1391255452562707,0.8340887404580153,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Joe Burrow,QB,00-0036442,1.0,36.57,220.5,2.35,0.7,4.18,13.6,0.18,0.0,0.0,0.0,0.0,0.1652,64.0,32.95,28.8,217.5,123.8,2.852167393675028,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Chase Brown,RB,00-0038597,1.0,0.0,0.0,0.0,0.0,15.83,56.9,0.74,4.34,3.33,20.8,0.39,0.6769,64.0,32.95,28.8,217.5,123.8,2.852167393675028,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Samaje Perine,RB,00-0033526,1.0,0.0,0.0,0.0,0.0,8.79,33.0,0.26,2.7,2.07,12.2,0.23,0.3896,64.0,32.95,28.8,217.5,123.8,2.852167393675028,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Tahj Brooks,RB,00-0040208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.852167393675028,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Mike Gesicki,TE,00-0034829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92,3.54,27.6,0.48,0.3836,64.0,32.95,28.8,217.5,123.8,2.852167393675028,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Noah Fant,TE,00-0035644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,2.05,13.4,0.23,0.2073,64.0,32.95,28.8,217.5,123.8,2.852167393675028,1.112118320610687,0.8236800000000001,1.0,1.0
2025,17,2025_17_ARI_CIN,Cincinnati Bengals,Cam Grandy,TE,00-0039631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.95,28.8,217.5,123.8,2.852167393675028,1.112118320610687,0.8236800000000001,1.0,1.0
